,a,b,c,d,e,f,g
42,광주광역시 광산구,와프(WAFF),마감,,055-288-0856,1.실시인원 : 인턴 1명2.모집연령대 : 60대 이상3.모집직종 :전기배선업무4.근무지역 : 경상남도5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 1명 100% 계획,2022-09-02
43,광주광역시 광산구,의료법인 경림의료재단 고성요양병원,마감,,055-672-3100,"1.실시 인원 : 인턴 2명2.모집 연령대 : 60대 이상3.모집 직종 : 조리사, 간호사4.근무 지역 : 경상남도5.자격 사항 : 관련자격증 소지자6.고용 예정 인원 : 인턴십 시행 이수 계속 고용 또는 신규 고용 예정 인원 2명 100% 계획",2022-08-31
44,광주광역시 광산구,주식회사 명천,마감,,055-733-5376,1.실시 인원 : 인턴 3명2.모집 연령대 : 60대 이상3.모집 직종 : 용접/취부/제조단순4.근무 지역 : 경상남도5.자격 사항 : 해당사항 없음6.고용 예정 인원 : 인턴십 시행 이수 계속 고용 또는 신규 고용 예정 인원 3명 100% 계획,2022-08-31
45,광주광역시 광산구,(주)태웅,마감,,055-298-1212,"1.실시 인원 : 인턴 2명2.모집 연령대 : 60대 이상3.모집 직종 : 제조 단순종사자, 품질관리4.근무 지역 : 경상남도5.자격 사항 : 해당사항 없음6.고용 예정 인원 : 인턴십 시행 이수 계속 고용 또는 신규 고용 예정 인원 2명 100% 계획",2022-08-30
46,광주광역시 광산구,(주)지오,마감,,055-649-3424,1.실시 인원 : 인턴 3명2.모집 연령대 : 60대 이상3.모집 직종 : 제조단순 종사원4.근무 지역 : 경상남도5.자격 사항 : 해당사항 없음6.고용 예정 인원 : 인턴십 시행 이수 계속 고용 또는 신규 고용 예정 인원 3명 100% 계획,2022-08-30
47,광주광역시 광산구,다정한요양원,마감,,031-398-8889,1.실시 인원 : 인턴1명2.모집 연령대 : 60대 이상3.모집 직종 : 조리사4.근무 지역 : 경기도5.자격 사항 : 관련 자격증 소지자6.고용 예정 인원 : 인턴십 시행 이수 계속 고용 또는 신규 고용 예정 인원 1명 100% 계획,2022-08-30
48,광주광역시 광산구,라라한방병원,마감,,070-4304-7100,1.실시 인원 : 인턴 1명2.모집 연령대 : 60대 이상3.모집 직종 : 조리사4.근무 지역 : 경상남도5.자격 사항 : 조리사 자격증 소지자6.고용 예정 인원 : 인턴십 시행 이수 계속 고용 또는 신규 고용 예정 인원 1명 100% 계획,2022-08-30
49,광주광역시 광산구,현대네트워크(유),마감,,010-4618-4500,"1.실시인원 : 인턴 1명2.모집연령대 : 60대 이상3.모집직종 :운전원,주차관리 등4.근무지역 : 광주광역시5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 1명 100% 계획",2022-08-30
50,광주광역시 광산구,석정웰파크병원,마감,,062-959-5552,"60세 이상 자동차 운전원, 조리사, 조리원, 기타보건.의료 종사원 모집/5명",2022-08-26
51,광주광역시 광산구,주식회사 부경테크윈,마감,,055-256-4864,1.실시인원 : 인턴 2명2.모집연령대 : 60대 이상3.모집직종 :제조 단순 종사원4.근무지역 : 창원시5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 2명 100% 계획,2022-08-26
52,광주광역시 광산구,(주)쿡스탑앤푸드,마감,,062-523-7700,1.실시인원 : 인턴 1명2.모집연령대 : 60대 이상3.모집직종 : 반찬제조판매  및 배송4.근무지역 : 광주광역시5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 1명 100% 계획,2022-08-23
53,광주광역시 광산구,(주)재덕,마감,,051-715-1550,"1.실시 인원 : 인턴 3명2.모집 연령대 : 60대 이상3.모집 직종 : 단순노무직, 관리소장4.근무 지역 : 부산광역시5.자격 사항 : 해당사항 없음6.고용 예정 인원 : 인턴십 시행 이수 계속 고용 또는 신규 고용 예정 인원 3명 100% 계획",2022-08-19
54,광주광역시 광산구,주식회사 신성금속,마감,,055-582-1105,1.실시인원 : 인턴 1명2.모집연령대 : 60대 이상3.모집직종 : 생산관리4.근무지역 : 함안군5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 1명 100% 계획,2022-08-19
55,광주광역시 광산구,영풍정밀,마감,,055-293-6410,1.실시인원 : 인턴 5명2.모집연령대 : 60대 이상3.모집직종 :mct가공4.근무지역 : 창원시5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 5명 100% 계획,2022-08-19
56,광주광역시 광산구,첨단라인1차아파트입주자대표회의,마감,,062-959-5552,만60세이상,2022-08-16
57,광주광역시 광산구,태신기업,마감,,055-733-5322,1.실시인원 : 인턴 1명2.모집연령대 : 60대 이상3.모집직종 : 제조단순종사원4.근무지역 : 거제시5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 2명 100% 계획,2022-08-15
58,광주광역시 광산구,케이에스엠기술㈜,마감,,031-420-8486,"1.실시인원 : 인턴 1명2.모집연령대 : 60대 이상3.모집직종 :엔지니어링,감리4.근무지역 : 창원시5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 3명 100% 계획",2022-08-15
59,광주광역시 광산구,써브웨이광주일곡점,마감,,010-9123-8848,써브웨이 종사자 모집-샌드위치 제조 및 포장(써브웨이에서 근무하실 만 60세 이상 참여를 원하시는 어르신) *유사 업무 종사자 우대 사업목적 : - 노인일자리 활성화 및 신규 일자리창출                 - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복                 - 소득 증대를 통한 경제력 확보                 - 어르신들의 근무의욕 고취 운영계획 : 시니어인턴십 3개월 운영 후 신규고용 모집기간 : 2022.08.01.~2022.08.12. 모집인원 : 1명 ,2022-08-12
60,광주광역시 광산구,무등어린이집,마감,,062-959-5552,"만 60세 이상운전원, 조리원 / 2명",2022-08-12
61,광주광역시 광산구,(주)케이시앤피,마감,,062-959-5552,"60세 이상 제조업, 전기 기술 연구원/2명",2022-08-11
62,광주광역시 광산구,동구리슈빌숲속마을어린이집,마감,,062-959-5552,만60세이상 조리원 구인,2022-08-11
63,광주광역시 광산구,(유)엠에이치더블유,마감,,062-946-9696,1.실시인원 : 인턴 2명2.모집연령대 : 60대 이상3.모집직종 : 음식조리4.근무지역 : 광주광역시5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 1명 100% 계획,2022-08-09
64,광주광역시 광산구,(주)한국그린산업,마감,,055-311-7200,"1.모집직종:조경원2.근무조건:월 2,000,000원3.형태:주5일4.시간:08시~17시5.참여기간:2022.08.01~2022.12.316.자격요건:해당사항없음7.근무지:김해시",2022-08-09
65,광주광역시 광산구,당크 주식회사,마감,,010-6601-7626,1.실시인원 : 인턴 1명2.모집연령대 : 60대 이상3.모집직종 : 생산기술/공무4.근무지역 : 광주광역시5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 1명 100% 계획,2022-08-08
66,광주광역시 광산구,한진중기정비,마감,,010-3882-2573,1.실시인원 : 인턴 1명2.모집연령대 : 60대 이상3.모집직종 : 생산기술/공무4.근무지역 : 광주광역시5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 1명 100% 계획,2022-08-08
67,광주광역시 광산구,(유)동호택시,마감,,055-298-0500,1.실시인원 : 인턴 2명2.모집연령대 : 60대 이상3.모집직종 : 택시기사4.근무지역 : 창원시5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 2명 100% 계획,2022-08-08
68,광주광역시 광산구,케이피항공산업㈜,마감,,055-342-5746,1.실시인원 : 인턴 1명2.모집연령대 : 60대 이상3.모집직종 :품질관리 제조단순종사원4.근무지역 : 창원시5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 1명 100% 계획,2022-08-08
69,광주광역시 광산구,광성전력시스템㈜,마감,,055-583-0551,1.실시인원 : 인턴 1명2.모집연령대 : 60대 이상3.모집직종 :품질관리 제조단순종사원4.근무지역 : 창원시5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 1명 100% 계획,2022-08-05
70,광주광역시 광산구,(주)미래환경연구원,마감,,055-762-8496,1.실시 인원 : 인턴 2명2.모집 연령대 : 60대 이상3.모집 직종 : 환경 측정4.근무 지역 : 경상남도5.자격 사항 : 환경 자격증및 관련학과 우대6.고용 예정 인원 : 인턴십 시행 이수 계속 고용 또는 신규 고용 예정 인원 2명 100% 계획,2022-08-05
71,광주광역시 광산구,주식회사 에스제이투,마감,,010-2686-1267,"1.모집직종:관리소장 2.인원:1명3.근무조건- 월급여:2,300,000- 형태:주 5일 근무- 시간:1일 8시간(09시~18시)",2022-08-05
72,광주광역시 광산구,주식회사 신가전기,마감,,062-682-1370,"1.실시인원 : 인턴 1명2.모집연령대 : 60대 이상3.모집직종 :전기,소방(감리,공사,설계)4.근무지역 : 광주광역시5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 5명 100% 계획",2022-07-31
73,광주광역시 광산구,(주)에스엔텍,마감,,053-629-8780,1.실시인원 : 인턴 1명2.모집연령대 : 60대 이상3.모집직종 : 기술지원/사업지원4.근무지역 : 대구시5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 1명 100% 계획,2022-07-29
74,광주광역시 광산구,(유)상민이레,마감,,010-7108-3570,"1.모집직종:청과,매장,야채2.근무조건:월 급여:2,032,6043.형태:정규직4.시간:8시간",2022-07-29
75,광주광역시 광산구,로하스일산요양병원,마감,,031-976-2200,"1.모집직종:간호사2.월급여:2,000,000원3.형태:주5일4.시간:08시~17시5.자격요건:해당사항없음",2022-07-29
76,광주광역시 광산구,(주)장덕금속,마감,,010-6650-3478,1.모집직종:생산직 2.인원:1명3.근무조건:주간 8시간 +2시간,2022-07-29
77,광주광역시 광산구,주식회사 반석넥산,마감,,062-959-5552,만60세이상 구인,2022-07-28
78,광주광역시 광산구,한길자동차,마감,,062-959-5552,60세 이상 어르신 제조원/5명,2022-07-27
79,광주광역시 광산구,덕암자원,마감,,062-959-5552,60세 이상 제조업,2022-07-27
80,광주광역시 광산구,버클리어린이집,마감,,062-959-5552," 60세 이상 어르신 운전원, 조리원/2명",2022-07-27
81,광주광역시 광산구,첨단유진한방병원,마감,,062-959-5552,"만60세이상조리사, 조리원 / 3명",2022-07-25
82,광주광역시 광산구,신가승ENG,마감,,010-9280-1371,"1.실시인원 : 인턴 1명2.모집연령대 : 60대 이상3.모집직종 : 설계, 감리4.근무지역 : 여수시5.자격사항 : 해당사항없음6.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 5명 100% 계획",2022-07-22
83,광주광역시 광산구,인스나인유치원,마감,,062-959-5552,"운전원, 조리사, 조리원,  주차관리 안내원/ 3명",2022-07-13
84,광주광역시 광산구,사회적협동조합 더불어락북카페,마감,,010-4048-6007,카페 종사자 모집(카페에서 근무하실 만 60세 이상 참여를 원하시는 어르신)*유사 업무 종사자 우대사업목적 : - 노인일자리 활성화 및 신규 일자리창출               - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복               - 소득 증대를 통한 경제력 확보               - 어르신들의 근무의욕 고취운영계획 : 시니어인턴십 3개월 운영 후 신규고용모집기간 : 2022.06.28.~2022.07.31.모집인원 : 2명근무장소 : 광주광역시 광산구면접시행 : 2022.06.28. ~ 추후 별도 면접시행(수시)근무시작 : 면접 후 (수시)연 락 처 : ***-****-**** (사)한마음금고복지센터코로나19로 인해 일정이 변경될 수 있습니다. ,2022-07-08
85,광주광역시 광산구,해성유치원,마감,,062-959-5552,"운전원,조리원",2022-06-27
86,광주광역시 광산구,금호동 진흥더블파크아파트 입주자대표회의,마감,,062-959-5552,"만60세이상전기과장, 시설과장 2명",2022-06-21
87,광주광역시 광산구,유앤미유치원,마감,,062-959-5552,"조리원,조리사",2022-06-20
88,광주광역시 광산구,덕암프라텍,마감,,062-959-5552,제조단순종사원 ,2022-06-18
89,광주광역시 광산구,온누리재활재가노인복지센터,마감,,062-959-5552,"만60세이상영업, 운전원, 조리원, 조리사 / 5명",2022-06-18
90,광주광역시 광산구,(유)금강산관광,마감,,062-959-5552,운전원,2022-06-14
91,광주광역시 광산구,오치금호타운입주자대표회의,마감,,062-264-4733,"설비기사,전기기사",2022-06-13
92,광주광역시 광산구,송정라온 어린이집,마감,,062-955-2888,1.사업명 : 송정라온 어린이집(보육도우미) 2.사업목적 : -노인일자리 활성화 및 신규 일자리창출                  -어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복                  -소득 증대를 통한 경제력 확보                  -어르신들의 근무의욕 고취 3.사업내용 : 어린이집에서 보육시설 도우미 ,2022-06-10
93,광주광역시 광산구,구립 이든아이어린이집,마감,,062-955-2888,1.사업명 : 구립 이든아이어린이집(보육도우미)   2.사업목적 : -노인일자리 활성화 및 신규 일자리창출   -어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복   -소득 증대를 통한 경제력 확보 ,2022-06-10
94,광주광역시 광산구,딸과아들재활노인주간보호센터 ,마감,,062-959-5552,만60세이상구인,2022-06-08
95,광주광역시 광산구,농업회사법인 주식회사 새롬한방제약,마감,,062-959-5552,만60세이상,2022-06-06
96,광주광역시 광산구,프라이머스Primus어학원,마감,,062-959-5552,만60세이상 / 운전원 2명,2022-06-06
97,광주광역시 광산구,청동재촬주간보호센터,마감,,062-959-5552,"조리사,조리우너,운전원 등",2022-06-06
98,광주광역시 광산구,(유)통일전세,마감,,062-959-5552,5명/버스운전원,2022-06-06
99,광주광역시 광산구,백조피아노교육원,마감,,062-959-5552,"운전원, 심리상담사/5명",2022-06-01
100,광주광역시 광산구,팬그램어학원,마감,,062-959-5552,운전원- 3명,2022-05-31
101,광주광역시 광산구,알티오라ALTIORA어학원,마감,,062-959-5552,운전원 - 3명,2022-05-31
102,광주광역시 광산구,신흥택시 (주),마감,,062-959-5552,만 60세이상운전원 / 5명,2022-05-31
103,광주광역시 광산구,올투웰서브윈 유한회사,마감,,062-959-5552,단순제조원/생산/건설,2022-05-29
104,광주광역시 광산구,(주)장모님에프앤비,마감,,062-523-7700,식품제조 및 배송사원 모집,2022-05-27
105,광주광역시 광산구,주식회사 담을깨비방망이오리날개튀김,마감,,062-959-5552,조리원 - 3명,2022-05-24
106,광주광역시 광산구,김식당,마감,,062-959-5552,조리원 -3명,2022-05-24
107,광주광역시 광산구,농업회사법인 주식회사 미슐랭해솔,마감,,062-959-5552,"조리사,조리원",2022-05-21
108,광주광역시 광산구,(주)광우고속,마감,,062-959-5552, 버스운전원/10명 모집,2022-05-21
109,광주광역시 광산구,푸드와이 유한회사,마감,,062-959-5552,"조리사, 조리원 5명 채용",2022-05-20
110,광주광역시 광산구,주식회사 대호이엔지,마감,,062-959-5552,만 60세이상 경영 / 생산직 - 3명,2022-05-16
111,광주광역시 광산구,주식회사 한빛케터링,마감,,062-959-5552,"만60세이상조리사, 조리원 /10명",2022-05-13
112,광주광역시 광산구,주식회사 고든테크,마감,,062-959-5552,생산직,2022-05-12
113,광주광역시 광산구,행운택시(유),마감,,062-959-5552,운전원,2022-05-12
114,광주광역시 광산구,해양수산,마감,,062-959-5552,만60세이상 성실하신분,2022-05-11
115,광주광역시 광산구,(유)이화교통,마감,,062-959-5552,만60세이상 운전가능하신분,2022-04-30
116,광주광역시 광산구,광주통상합자회사,마감,,062-959-5552,택시운전원 모집 / 5명,2022-04-30
117,광주광역시 광산구,(주)명품,마감,,062-959-5552,제조 생산직 단순 종사자/3명,2022-04-28
118,광주광역시 광산구,선우유치원,마감,,062-959-5552,"조리원,조리사,운전원",2022-04-28
119,광주광역시 광산구,태하파워,마감,,062-959-5552,제조원 / 2명,2022-04-28
120,광주광역시 광산구,경원문화(주),마감,,062-959-5552,"관리소장, 전기과장, 시설과장, 승강기 안전관리자 / 10명",2022-04-25
121,광주광역시 광산구,드림씨엔씨 유한회사,마감,,062-959-5552,"만 60세 이상전기과장, 시설과장, 관리소장-10명",2022-04-24
122,광주광역시 광산구,썸머힐유치원,마감,,062-959-5552,만60세이상 성실한분,2022-04-22
123,광주광역시 광산구,유한회사 이음테크,마감,,062-959-5552,제조원 / 2명,2022-04-22
124,광주광역시 광산구,주식회사 에코퓨어셀,마감,,062-959-5552,"제조단순 종사원, 조작원",2022-04-21
125,광주광역시 광산구,어업회사법인 가룡수산 주식회사,마감,,062-959-5552,양식장,2022-04-18
126,광주광역시 광산구,율곡어린이집,마감,,062-959-5552,운전원,2022-04-17
127,광주광역시 광산구,임곡주간보호센터,마감,,062-959-5552,"조리사, 조리원, 운전원 / 3명",2022-04-12
128,광주광역시 광산구,서울싸인유통,마감,,062-959-5552,단순제조,2022-04-05
129,광주광역시 광산구,주식회사 임해관광,마감,,062-959-5552,버스 운전원 / 5명,2022-04-04
130,광주광역시 광산구,(유)금당실업,마감,,062-959-5552,만60세이상 에어컨 수리가능한분,2022-03-31
131,광주광역시 광산구,해피아이어린이집,마감,,062-959-5552,주방보조원/2명,2022-03-31
