,a,b,c,d,e,f,g
17,인천광역시 동구,(주)아우레이트 1기,접수중,,032-428-8041,"생산직(초콜릿,캔디 제조업)  시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
18,인천광역시 동구,한림 1기,접수중,,032-428-8041,"제조업 단순종사직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
19,인천광역시 동구,신연안해수(주) 1기,마감,,032-428-8041,"운전직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
20,인천광역시 동구,대일티앤씨(주) 1기,접수중,,032-428-8041,"생산보조직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
21,인천광역시 동구,경서이엔피 1기,접수중,,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
22,인천광역시 동구,크레팜(주) 1기,마감,,032-428-8041,"제조업 단순종사원 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
23,인천광역시 동구,미송화학 1기,접수중,,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
24,인천광역시 동구,(주)태성공업 1기,마감,,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
25,인천광역시 동구,대원인물(주) 2기,마감,,032-428-8041,"생산직(단순제조) 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
26,인천광역시 동구,(주)성우산업 1기,접수중,,032-428-8041,추후 평가를 통해 계속고용 예정,2022-12-31
27,인천광역시 동구,대성금속_ 1기,접수중,,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
28,인천광역시 동구,진흥산업 1기,마감,,032-428-8041,"생산직(조립) 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
29,인천광역시 동구,(주)몰리텍 1기,마감,,032-428-8041,"생산직(절삭가공) 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
30,인천광역시 동구,대성금속 1기,접수중,,032-428-8041,"단순노무직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
31,인천광역시 동구,우상엔지니어링 1기,마감,,032-428-8041,"생산직(NCT) 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
32,인천광역시 동구,(주)유에스이 1기,접수중,,032-428-8041,추후 평가를 통해 계속고용 예정,2022-12-31
33,인천광역시 동구,(주)태진이엔지 1기,접수중,,032-428-8041,"용접원 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
34,인천광역시 동구,렌딩코리아(주) 1기,마감,,032-428-8041,"전기,가스,수도 관리직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
35,인천광역시 동구,(주)산너머남촌 1기,접수중,,032-428-8041,"현장 조리직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
36,인천광역시 동구,드림에어(주) 1기,마감,,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
37,인천광역시 동구,(주)인천오토컴퍼니 1기,마감,,032-428-8041,"고객 안내 및 운전직(자동차수리업) 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
38,인천광역시 동구,아카라테크 1기,마감,,032-428-8041,"경영관리직 시니어 채용,추후 평가를 통해 계속고용 예정",2022-12-31
39,인천광역시 동구,(주)유원우드 1기,마감,,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
40,인천광역시 동구,우영유압(주) 1기,마감,,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
41,인천광역시 동구,세신건기 1기,마감,,032-428-8041,추후  평가를 통해 계속고용 예정,2022-12-31
42,인천광역시 동구,신라파이어(주) 1기,접수중,,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
43,인천광역시 동구,(주)한일프라튜 1기,마감,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
44,인천광역시 동구,관세법인에이원 1기,마감,,032-428-8041, 추후 평가를 통해 계속고용 예정,2022-12-31
45,인천광역시 동구,(주)다이렉트테크 1기,접수중,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
46,인천광역시 동구,성산운수(주) 1기,마감,,032-428-8041,추후 평가를 통해 계속고용 예정,2022-12-31
47,인천광역시 동구,태화금속 1기,마감,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 예정,2022-12-31
48,인천광역시 동구,일등쇼트기계 1기,접수중,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
49,인천광역시 동구,케이플랜트(주) 1기,마감,,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
50,인천광역시 동구,(주)디에스에프 1기,접수중,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
51,인천광역시 동구,(주)디에스케스트 1기,접수중,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
52,인천광역시 동구,대성주철공업(주) 1기,접수중,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
53,인천광역시 동구,(유)스태츠칩팩코리아 1기,마감,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 예정,2022-12-31
54,인천광역시 동구,제이셋스태츠칩팩코리아(유) 1기,접수중,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 예정,2022-12-31
55,인천광역시 동구,(주)서광금속 1기,접수중,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 예정,2022-12-31
56,인천광역시 동구,(주)명수 1기,접수중,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 예정,2022-12-31
57,인천광역시 동구,(주)에이비씨금속 1기,마감,,032-428-8041, 인턴기간 종료 후 평가를 통해 계속고용 예정,2022-12-31
58,인천광역시 동구,인천쪽방상담소 괭이부리말희망일터 공동작업장,접수중,인천광역시 동구 만석동 7-3 만석동 희망키움터,032-772-6330,"인천쪽방상담소에서 2022년 시장형 노인일자리 참여자를 모집합니다. 내용: 인천쪽방상담소에서 2022년 시장형 노인일자리 참여자를 모집합니다. 1. 모집인원 : 10명2. 모집장소: 인천쪽방상담소 희망키움터 3층3. 참여조건: 만 60세이상 동구 거주자, 기초연금 미수급자도 가능4. 접수기간: 2022년 12월 충원시 및 중도포기자 발생시 수시모집5. 내방접수- 주민등록등본1부, 통장사본1부 (본인직접 내방)6. 문의처: 032)772-6330",2022-12-31
59,인천광역시 동구,신원산업 1기,접수중,,032-428-8041,"인쇄업 시니어인턴 채용, 인턴기간 종료 후 평가를 통해 계속고용 예정",2022-12-30
60,인천광역시 동구,(주)진흥주물 1기,접수중,,032-428-8041,"인쇄업 시니어인턴 채용, 인턴기간 종료 후 평가를 통해 계속고용 예정",2022-12-30
61,인천광역시 동구,주식회사 씨와이 1기,마감,,032-428-8041,"생산직 인턴 채용, 인턴기간 종료 후 평가를 통해 계속고용 예정",2022-12-30
62,인천광역시 동구,주식회사유진전장 1기,접수중,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-30
63,인천광역시 동구,한국다크로산업 주식회사 1기,접수중,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-30
64,인천광역시 동구,동신부로아 주식회사 1기,마감,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-30
65,인천광역시 동구,주식회사 인컴이엔지 1기,접수중,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-30
66,인천광역시 동구,주식회사 삼보에코테크 1기,마감,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-30
67,인천광역시 동구,경인산업 1기,접수중,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-11-30
68,인천광역시 동구,서울기공 1기,마감,,032-428-8041,"cnc조작 담당 시니어 근로자 채용, 추후 평가를 통해 계속고용 예정",2022-11-15
69,인천광역시 동구,백쿡,마감,,02-2137-9159,"1.[시니어인턴십] 물류 기획 및 관리자 모집 1명  -지원연령: 만60세이상  -업무내용: 물류센터 fit-out / 상품zoning / 운영프로세스 수립/ 물류센터 운영/ 인력관리 / 협력업체 관리 및 관리기준수립  -보수 : 연봉 5,000만원 이상(면접 후 협의)  -근무시간: 주 5일 / 09:00~18:00  -근무장소: 경기도 수원시 권선구 오목천로, 한솔냉장  -필수조건: 경력 15년 이상(경력증명서 제출)        ",2022-10-31
70,인천광역시 동구,꽃동네어린이집,마감,,02-2137-9159,시니어인턴십,2022-10-27
71,인천광역시 동구,주식회사 중앙세경산업사,마감,,02-2137-9159,시니어인턴십,2022-10-24
72,인천광역시 동구,더수원어르신재활노치원,마감,,000-0000-0000,1.사업명 : 시니어인턴십2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출 - 소득 증대를 통한 경제력 확보3.사업내용 : 노인복지서비스업4.부서배치 및 참여인원 : 조리부 1명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용,2022-10-17
73,인천광역시 동구,주식회사 더지스,마감,,02-2137-9159,1.사업명 : 시니어인턴십2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출 - 소득 증대를 통한 경제력 확보3.사업내용 : 노인복지서비스업4.부서배치 및 참여인원 : 조리부 1명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용,2022-09-30
74,인천광역시 동구,(주)원플라텍,마감,,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-09-30
75,인천광역시 동구,농업회사법인 주식회사 하성에프앤비,마감,,000-0000-0000,1.사업명 : 시니어인턴십2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출 - 소득 증대를 통한 경제력 확보3.사업내용 : 냉동식품 제조4.부서배치 및 참여인원 : 물류부 1명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용,2022-09-29
76,인천광역시 동구,찾아가는 경로당 행정도우미,마감,,032-267-6074,"사회서비스형사업1.활동시간 : 주 5회 / 월 60시간 활동2.활 동 비 : 월 인건비 594,000원 주휴수당 118,800원 총 712,800원3.신청자격 : 만 60세 이상 사회참여를 희망하는 자 중 회계 관련 업무경력자(자격증 소지자, 경력자)4.신청제외자 : - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급)5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 사진 1매, 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서)7.신청장소 : 오프라인(남동시니어클럽)",2022-09-16
77,인천광역시 동구,자유데이케어통합센터,마감,,032-431-8161,"사업실행계획1.사업명 : 사회복지사 및 조리원 채용2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출 - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 - 소득 증대를 통한 경제력 확보 - 어르신들의 근무의욕 고취3.사업내용 : 사회복지사 및 조리원 채용4.부서배치 및 참여인원 : 사회복지사 1명, 조리원 1명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용6.직무교육 : - 오리엔테이션(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 2명8.모집연령대 : 60대9.모집직종 : 사회복지사 및 조리원10.근무지역 : 인천광역시 중구11.자격사항 : 사회복지사12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 2명 100% 계획",2022-09-13
78,인천광역시 동구,(주)삼보뉴텍 1기,마감,,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-09-12
79,인천광역시 동구,(주)한마음데이케어센터,마감,,02-2137-9159,시니어인턴십,2022-09-08
80,인천광역시 동구,주식회사 라브,마감,,000-0000-0000,1.사업명 : 시니어인턴십2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출 - 소득 증대를 통한 경제력 확보3.사업내용 : 제조업/도소매업4.부서배치 및 참여인원 : 물류관리부 1명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용,2022-09-06
81,인천광역시 동구,이레파킹(강남5권역),마감,,010-2180-0672,주차안내 및 요금정산원 실버인력으로 채용하고자 합니다.,2022-09-03
82,인천광역시 동구,실버카페 간석4동행정복지센터점,마감,,032-267-6072,"1. 근무시간 : 주2~3일, 월11일, 일3~3.5시간2. 급여 : 월385,000원 내외3. 근무인원: 6명4. 근무지: 실버카페 간석4동행정복지센터점(주소 : 인천 남동구 벽돌말로19번길 7)5. 모집대상 : 남동구 거주자 중 만 60세 이상 어르신 * 신청제외자 :  - 국민기초생활보장법에 의한 생계급여 수급자  - 정부부처 및 지자체에서 추진 중인 일자리사업 2개 이상 참여하고 있는 자  - 국민건강보험 직장가입자  - 장기요양보험 등급판정자(1~5등급)6. 참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발7. 준비서류 : 주민등록등본 1부, 사진 2매, 급여용 통장사본, 코로나 예방접종 증명서8. 신청장소 : 방문접수(대한노인회인천남동구지회 1층), 온라인(복지로온라인신청-http://online.bokjiro.go.kr)",2022-09-02
83,인천광역시 동구,주식회사조흥산업,마감,,02-2137-9159,시니어인턴십,2022-09-02
84,인천광역시 동구,지에스데이타(주) 1기,마감,,032-428-8041,"출판 교정,교열직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-09-01
85,인천광역시 동구,영창산업기계(주) 1기,마감,,032-428-8041,"기계조립직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-09-01
86,인천광역시 동구,조윤코스텍 1기,마감,,032-428-8041,"물류 및 생산지원직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-09-01
87,인천광역시 동구,세운교통(주) 1기,마감,,032-428-8041,"버스운전원 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-09-01
88,인천광역시 동구,나누리영농조합법인,마감,,000-0000-0000,1.사업명 : 시니어인턴십2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출 - 소득 증대를 통한 경제력 확보3.사업내용 : 도매 및 소매업4.부서배치 및 참여인원 : 운전원 1명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용,2022-09-01
89,인천광역시 동구,세운교통(주),마감,,032-322-6772,세영교통에서 버스 운전원을 모집하고자 합니다.,2022-09-01
90,인천광역시 동구,삼정ELTS.KR 1기,마감,,032-428-8041,"홍보 및 행정지원직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-08-31
91,인천광역시 동구,동부미래어린이집,마감,,02-2137-9159,시니어인턴십,2022-08-31
92,인천광역시 동구,카페다솜(소래어시장),마감,인천광역시 남동구 만수동 984-6 남동복지관,466-8836,"ㅇ 2022년도 민간형 카페다솜(소래어시장) 참여자 모집ㅇ 모집인원 : 2명 ㅇ 임금수준 : 지원금 80,000/ 실적금 + @ㅇ 참여자격 : 관내 거주하는 만 60세이상 중 취업을 희망하는 어르신 중 바리스타 자격증 소지자     ",2022-08-31
93,인천광역시 동구,주식회사 카랑 1기,마감,,032-428-8041,"자동차정비직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-08-29
94,인천광역시 동구,부개아트 어린이집,마감,,000-0000-0000,1.사업명 : 시니어인턴십2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출 - 소득 증대를 통한 경제력 확보3.사업내용 : 교육서비스업4.부서배치 및 참여인원 :조리원 1명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용,2022-08-29
95,인천광역시 동구,와산업주식회사 1기,마감,,032-428-8041,"품질관리직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-08-29
96,인천광역시 동구,대건노인요양원,마감,,02-2137-9159,시니어인턴십,2022-08-29
97,인천광역시 동구,꿈나무유치원,마감,,02-2137-9159,시니어인턴십,2022-08-29
98,인천광역시 동구,주식회사 데코원,마감,,000-0000-0000,1.사업명 : 시니어인턴십2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출 - 소득 증대를 통한 경제력 확보3.사업내용 : 제조업4.부서배치 및 참여인원 : 생산부 1명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용,2022-08-25
99,인천광역시 동구,평화교통(주) 1기,마감,,032-428-8041,"택시운전직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-08-23
100,인천광역시 동구,주식회사 한사랑식품 1기,마감,,032-428-8041,"배송직,생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-08-19
101,인천광역시 동구,원주실버데이케어센터,마감,,02-2137-9159,시니어인턴십,2022-08-16
102,인천광역시 동구,(주)세미파워렉스 1기,마감,,032-428-8041,"생산직(부품조립) 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-08-08
103,인천광역시 동구,(주)해량엔지니어링 종합건축사사무소 1기,마감,,032-428-8041,"건축,토목,기계 감리원 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-08-08
104,인천광역시 동구,(주)동해푸드시스템 1기,마감,,032-428-8041,"영업&운송직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-08-05
105,인천광역시 동구,주식회사타이어나라,마감,,02-2137-9159,시니어인턴십,2022-08-05
106,인천광역시 동구,의료법인 굿타임의료재단 타임요양병원,마감,,02-2137-9159,시니어인턴십,2022-08-05
107,인천광역시 동구,어버이사랑노인의료복지센터 1기,마감,,032-428-8041,"간호조무사 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-08-02
108,인천광역시 동구,(주)농가식품 1기,마감,,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-08-01
109,인천광역시 동구,(주)명성에프엠씨 1기,마감,,032-428-8041,"식품관련 생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-08-01
110,인천광역시 동구,한국기어 1기,마감,,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-08-01
111,인천광역시 동구,노블케어요양병원,마감,,02-2137-9159,시니어인턴십,2022-07-31
112,인천광역시 동구,(주)동화엠피에스 2기,마감,,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-07-31
113,인천광역시 동구,(주)우일전자 1기,마감,,032-428-8041, 추후 평가를 통해 계속고용 계획,2022-07-31
114,인천광역시 동구,(주)박영사,마감,,02-2137-9159,시니어인턴십,2022-07-29
115,인천광역시 동구,시영운수(주),마감,,032-581-1176,시영운수(주)에서 버스 운전원을 모집하고자 합니다.,2022-07-29
116,인천광역시 동구,가족같은효성요양원,마감,,000-0000-0000,"1.사업명 : 시니어인턴십2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출 - 소득 증대를 통한 경제력 확보3.사업내용 : 노인복지서비스업4.부서배치 및 참여인원 :조리원, 사회복지사, 간호조무사/ 4명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용",2022-07-29
117,인천광역시 동구,국제플랜트 1기,마감,,032-428-8041,"경영관리직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-07-25
118,인천광역시 동구,대우도장,마감,,02-2137-9159,시니어인턴십,2022-07-25
119,인천광역시 동구,글로벌YT어학원 1기,마감,,032-428-8041,"운전직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-07-19
120,인천광역시 동구,주식회사 삼영기술,마감,,010-8784-2251,주식회사 삼영기술에서 기계조작원을 채용하고자 합니다.,2022-07-18
121,인천광역시 동구,송파그랜드요양병원,마감,,02-2137-9159,시니어인턴십,2022-07-18
122,인천광역시 동구,지엠에스티 주식회사,마감,,02-2137-1959,시니어인턴십,2022-07-15
123,인천광역시 동구,검단보람노인복지센터,마감,,010-4020-2464,검단보람노인복지센터에서 조리사를 모집하고자 합니다.,2022-07-11
124,인천광역시 동구,(주)지오플렉스,마감,,02-2137-9159,시니어인턴십,2022-07-08
125,인천광역시 동구,카페다솜(만수5동),마감,인천광역시 남동구 만수동 984-6 남동복지관,032-466-8836,"ㅇ 2022년도 민간형 카페다솜(만수5동점) 참여자 모집ㅇ 모집인원 : 2명 ㅇ 임금수준 : 지원금 80,000/ 실적금 + @ㅇ 참여자격 : 관내 거주하는 만 60세이상 중 취업을 희망하는 어르신 중 바리스타 자격증 소지자",2022-07-08
126,인천광역시 동구,브이엘네이처주식회사,마감,,032-566-0010,브니엘네이처주식회사에서 환경관련장치조작원을 채용하고자 합니다.,2022-07-03
127,인천광역시 동구,아성연마,마감,,010-7746-4679,아성연마에서 단순 제조원을 모집하고자 합니다.,2022-07-01
128,인천광역시 동구,엘케이정밀(주),마감,,010-2372-2601,？엘케이정밀(주)에서 생산직 직원을 채용 하고자 합니다.,2022-06-30
129,인천광역시 동구,협성요양원,마감,,032-431-8161,"사업실행계획1.사업명 : 직원채용 공고2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출 - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 - 소득 증대를 통한 경제력 확보 - 어르신들의 근무의욕 고취3.사업내용 : 사무업무, 조리원4.부서배치 및 참여인원 : 사무업무 2명, 조리원 2명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용6.직무교육 : - 오리엔테이션(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 4명8.모집연령대 : 60대9.모집직종 : 사무업무 및 조리원10.근무지역 : 인천광역시 부평구 11.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원4명 100% 계획",2022-06-30
130,인천광역시 동구,황제족발보쌈,마감,,010-6604-1616,황제족발보쌈에서 홀서빙원을 채용하고자 합니다.,2022-06-30
131,인천광역시 동구,시니어6080행정가이드,마감,,032-267-6073,"1. 근무시간 : 주5회, 월25회(격일제 근무, 60시간 미만)2. 급여 : 월 490,000원3. 근무인원 : 6명4. 근무지 : 남동구 관내 초중고등학교, 공공시설 등5. 모집대상 : 남동구 거주자 중 만 60세 이상 어르신* 신청제외자 :  -국민기초생활보장법에 의한 생계급여 수급자  -정부부처 및 지자체에서 추진 중인 일자리사업 2개 이상 참여하고 있는 자  -국민건강보험 직장가입자  -장기요양보험 등급판정자(1~5등급)6. 참여자선발 : 개별상담을 통해 ""참여자 선발기준표""작성하여 고득점자순으로 통합 선발7. 준비서류 : 주민등록등본 1부, 사진 2매, 급여용 통장사본, 코로나 예방접종 증명서8. 신청장소 : 방문접수(남동시니어클럽 1층), 온라인(복지로온라인신청-http://online.bokjiro.go.kr)",2022-06-30
132,인천광역시 동구,(주)제이오 1기,마감,,032-428-8041,추후 평가를 통해 계속고용 예정,2022-06-30
133,인천광역시 동구,헵시바(주) 1기,마감,,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 예정,2022-06-30
134,인천광역시 동구,푸르지오어린이집,마감,,02-2137-9159,시니어인턴십,2022-06-28
135,인천광역시 동구,워크트랜드 주식회사,마감,,02-2137-9159,시니어인턴십,2022-06-27
136,인천광역시 동구,주식회사 푸드피아,마감,,02-2137-9159,시니어인턴십,2022-06-27
137,인천광역시 동구,(주)현대다사랑 실버나들이복지센터,마감,,02-2137-9159,시니어인턴십,2022-06-27
138,인천광역시 동구,법무법인 헌원,마감,,02-2137-9159,시니어인턴십,2022-06-27
139,인천광역시 동구,반려동물 수제간식 제조 및 판매 “개(犬)로(老)만족”,마감,인천광역시 동구 송림동 68-13 천광빌딩,032-214-5703,"1.활동시간 : 주 2~3회(일2시간) / 월 59시간 이내2.활 동 비 : 보조금 147,200원 + 수익금97,000원 = 244,200원3.신청자격 : 만 60세 이상4.신청제외자 : - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 관련자격증 사본(또는 관련 이력서)7.신청장소 : 오프라인(동구노인인력개발센터), 온라인(복지로온라인신청-http://online.bokjiro.go.kr)",2022-06-22
140,인천광역시 동구,용용선생 청주율량점,마감,,02-2137-9159,시니어인턴십,2022-06-20
141,인천광역시 동구,산곡노인문화센터,마감,,032-362-7256,산곡노인문화센터에서 한식조리사를 채용하고자 합니다.,2022-06-14
142,인천광역시 동구,(주)위드멤스,마감,,02-2137-9159,시니어인턴십,2022-06-12
143,인천광역시 동구,주식회사 제이오코퍼레이션(J.O Corporation),마감,,02-2137-9159,시니어인턴십,2022-06-10
144,인천광역시 동구,금강ENG,마감,,02-2137-9159,시니어인턴십,2022-06-10
145,인천광역시 동구,디엔피씨오,마감,,02-2137-9159,시니어인턴십,2022-06-08
146,인천광역시 동구,(주)부영기업 1기,마감,,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-06-07
