,a,b,c,d,e,f,g
12,대구광역시 서구,(합)보람항공여행사,마감,,053-741-3226,“2022년 시니어인턴십 참여자 모집”     1.모집직종 : 버스운전원2.모집인원 : 5명3.근무기간 : 2022.04.01~4.근무시간 : 09:00~18:005.급여수준 : 최저임금이상6.자격요건 : 만 60세 이상으로 해당직무를 수행할 수 있는 건강한 분,2022-12-31
13,대구광역시 서구,(주)울산항업,마감,,052-265-7380,㈜울산항업에서 시니어인터십 참여자를 모집합니다 1. 모집직종 : 기관장-3명 2. 근무지역 : 울산시 남구 많은 참여 바랍니다.,2022-12-31
14,대구광역시 서구,동원염직(주),마감,대구광역시 달서구 월암동 1111,053-745-4706,"1. 모집직종 : 단순제조3. 근무장소 : 대구4. 근무기간 : 20220201~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상7. 자격요건 : 만 60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신8. 모집기간 : 20220201~20221231 (모집시까지 충원)9. 신청방법 : 전화 문의 후 기관 방문 상담 및 기업 동행면접 실시10. 제출서류 : 주민등록증, 주민등록 등본, 이력서11. 관련문의 : 이노비즈협회 정세원(***-****-****)",2022-12-31
15,대구광역시 서구,도일상사,마감,대구 달서구월암동,010-2732-4012,"2022년 시니어인턴십 참여자 모집1. 모집직종 : 기타판매단순종사원2. 인원 : 2명3. 근무기간 : 2022.01.21 ~4. 근무시간 : 09:00 ~ 18:005. 급여수준 : 최저임금 이상6. 자격요건 : 만60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신7. 모집기간 : 2022.1.1 ~ 8. 신청방법 : 전화문의 후 기관방문상담(사전 문의 필수) 및 기업동행면접실시9. 제출서류 : 주민등록증, 주민등록등본, 이력서10. 관련문의 : 벤처기업협회 대구경북지회(***-****-****)",2022-12-31
16,대구광역시 서구,사회적협동조합드림즈,접수중,,010-4931-3991,"사회적협동조합드림즈에서 시니어인터십 참여자를 모집합니다 1. 모집직종 :  운전,안전관리,교육-4명 2. 자격사항 :  신체건강한분많은 지원 바랍니다.",2022-12-31
17,대구광역시 서구,새론누리주간보호센터,마감,,010-9707-5304,"새론누리주간보호센터에서 시니어인터십 참여자를 모집합니다 1. 모집직종 :  운전원, 조리원-3명 2. 자격사항 :  신체건강한분많은 관심과 지원 바랍니다.",2022-12-31
18,대구광역시 서구,초록들코리아주식회사,마감,대구광역시 달서구 월암동 1111,053-745-4706,2022 시니어인턴 참여자 모집      1. 모집직종 : 제조업 등2. 모집인원 : 13. 근무장소 : 대구4. 근무기간 : 20220101~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상,2022-12-31
19,대구광역시 서구,남강플랜트 주식회사,접수중,대구광역시 달서구 월암동 1111,053-745-4706,"2021 시니어인턴 참여자 모집1. 모집직종 : 제조 단순종사원2. 모집인원 : 13. 근무장소 : 포항시 흥해읍4. 근무기간 : 20220106~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상7. 자격요건 : 만 60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신8. 모집기간 : 20221002~20220106 (모집시까지 충원)9. 신청방법 : 전화 문의 후 기관 방문 상담 및 기업 동행면접 실시10. 제출서류 : 주민등록증, 주민등록 등본, 이력서11. 관련문의 : 이노비즈협회 정세원(***-****-****)",2022-12-31
20,대구광역시 서구,농업회사법인 주식회사 이도,마감,대구광역시 달서구 월암동 1111,053-745-4706,"2022 시니어인턴 참여자 모집      1. 모집직종 : 기타사무원, 조리사, 식당서비스, 판매종사자, 단순제조, 운송직 등2. 모집인원 : 13. 근무장소 : 대구4. 근무기간 : 20220127~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09",2022-12-31
21,대구광역시 서구,(주)엔에스에이엠,마감,대구광역시 달서구 월암동 1111,053-745-4706,2022 시니어인턴 참여자 모집      1. 모집직종 :단순제조2. 모집인원 : 13. 근무장소 : 대구4. 근무기간 : 20220101~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상,2022-12-31
22,대구광역시 서구,비젼투어주식회사,마감,대구광역시 달서구 월암동 1111,053-745-4706,"2022 시니어인턴 참여자 모집      1. 모집직종 : 기타사무원, 조리사, 식당서비스, 판매종사자, 단순제조, 운송직 등2. 모집인원 : 23. 근무장소 : 대구4. 근무기간 : 20220101~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09",2022-12-31
23,대구광역시 서구,경상매일신문,접수중,대구광역시 달서구 월암동 1111,053-745-4706,"1. 모집직종 : 감독 및 기술감독2. 모집인원 : 13. 근무장소  포항시 북구4. 근무기간 : 20220307~20230228  (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상7. 자격요건 : 만 60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신8. 모집기간 : 20221002~20220106 (모집시까지 충원)9. 신청방법 : 전화 문의 후 기관 방문 상담 및 기업 동행면접 실시10. 제출서류 : 주민등록증, 주민등록 등본, 이력서11. 관련문의 : 이노비즈협회 정세원(***-****-****)",2022-12-31
24,대구광역시 서구,주식회사 에스제이이노테크,마감,대구광역시 달서구 월암동 1111,053-745-4706,"2022 시니어인턴 참여자 모집      1. 모집직종 : 기타사무원, 조리사, 식당서비스, 판매종사자, 단순제조, 운송직 등2. 모집인원 : 13. 근무장소 : 대구4. 근무기간 : 20220101~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09",2022-12-31
25,대구광역시 서구,주식회사 정인엘에프제조공장,마감,대구광역시 달서구 월암동 1111,053-745-4706,"2022 시니어인턴 참여자 모집      1. 모집직종 : 기타사무원, 조리사, 식당서비스, 판매종사자, 단순제조, 운송직 등2. 모집인원 : 23. 근무장소 : 대구4. 근무기간 : 20220101~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09",2022-12-31
26,대구광역시 서구,티앤티스포츠,접수중,대구광역시 달서구 월암동 1111,053-745-4706,2022 시니어인턴 참여자 모집 [매칭완료]     1. 모집직종 : 제조 단순종사원2. 모집인원 : 23. 근무장소 : 대구시 달성군4. 근무기간 : 20220106~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중),2022-12-31
27,대구광역시 서구,(주)화신앤테크,마감,대구광역시 달서구 월암동 1111,053-745-4706,2021 시니어인턴 참여자 모집 [매칭완료]     1. 모집직종 : 제조 단순종사원2. 모집인원 : 13. 근무장소 : 대구4. 근무기간 : 202200411~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중),2022-12-31
28,대구광역시 서구,주식회사 창공주차산업,접수중,대구광역시 달서구 월암동 1111,053-745-4706,"2022 시니어인턴 참여자 모집 1. 모집직종 : 단순제조2. 모집인원 : 13. 근무장소 : 경북4. 근무기간 : 20220101~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상7. 자격요건 : 만 60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신8. 모집기간 : 20220101~20221231 (모집시까지 충원)9. 신청방법 : 전화 문의 후 기관 방문 상담 및 기업 동행면접 실시10. 제출서류 : 주민등록증, 주민등록 등본, 이력서11. 관련문의 : 이노비즈협회 정세원(***-****-****)",2022-12-31
29,대구광역시 서구,천우식품제조장,마감,대구광역시 달서구 월암동 1111,053-745-4706,"2021 시니어인턴 참여자 모집 [매칭완료]1. 모집직종 :식품가공종사원2. 모집인원 : 23. 근무장소 : 청도군4. 근무기간 : 20220408~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상7. 자격요건 : 만 60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신8. 모집기간 : 202200401~20220408 (모집시까지 충원)9. 신청방법 : 전화 문의 후 기관 방문 상담 및 기업 동행면접 실시10. 제출서류 : 주민등록증, 주민등록 등본, 이력서11. 관련문의 : 이노비즈협회 정세원(***-****-****)",2022-12-31
30,대구광역시 서구,동명택시,접수중,대구광역시 달서구 월암동 1111,053-745-4706,"2022 시니어인턴 참여자 모집      1. 모집직종 : 기타사무원, 조리사, 식당서비스, 판매종사자, 단순제조, 운송직 등2. 모집인원 : 503. 근무장소 : 대구4. 근무기간 : 20220101~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09",2022-12-31
31,대구광역시 서구,대영채비,마감,대구광역시 달서구 월암동 1111,053-745-4706,2022 시니어인턴 참여자 모집      1. 모집직종 : 역구개발직2. 모집인원 : 13. 근무장소 : 대구4. 근무기간 : 20220101~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상7. ,2022-12-31
32,대구광역시 서구,오케이휴먼케어주식회사,마감,대구광역시 달서구 월암동 1111,053-745-4706,"2022 시니어인턴 참여자 모집 1. 모집직종 : 보건 의료종사자 및 관리자2. 모집인원 : 53. 근무장소 : 대구4. 근무기간 : 20220101~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상7. 자격요건 : 만 60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신8. 모집기간 : 20220101~20221231 (모집시까지 충원)9. 신청방법 : 전화 문의 후 기관 방문 상담 및 기업 동행면접 실시10. 제출서류 : 주민등록증, 주민등록 등본, 이력서11. 관련문의 : 이노비즈협회 정세원(***-****-****)",2022-12-31
33,대구광역시 서구,케이텍서비스주식회사,마감,대구광역시 달서구 월암동 1111,053-745-4706,"1. 모집직종 : 기타사무원, 조리사, 식당서비스, 판매종사자, 단순제조, 운송직 등2. 모집인원 : 503. 근무장소 : 대구경북4. 근무기간 : 20220101~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상7. 자격요건 : 만 60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신8. 모집기간 : 20220101~20221231 (모집시까지 충원)9. 신청방법 : 전화 문의 후 기관 방문 상담 및 기업 동행면접 실시10. 제출서류 : 주민등록증, 주민등록 등본, 이력서11. 관련문의 : 이노비즈협회 정세원(***-****-****)",2022-12-31
34,대구광역시 서구,주식회사 세운,마감,대구광역시 달서구 월암동 1111,053-856-4213,"2022시니어인턴 참여자 모집 [매칭완료]1. 모집직종 : 사무보조2. 모집인원 : 13. 근무장소 : 대구4. 근무기간 :20220101~20221231(입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상7. 자격요건 : 만 60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신8. 모집기간 : 20220602~20220607 (모집시까지 충원)9. 신청방법 : 전화 문의 후 기관 방문 상담 및 기업 동행면접 실시10. 제출서류 : 주민등록증, 주민등록 등본, 이력서11. 관련문의 : 이노비즈협회 정세원(***-****-****)",2022-12-31
35,대구광역시 서구,중원미디어,마감,대구광역시 달서구 월암동 1111,053-745-4706,     2022 시니어인턴 참여자 모집      1. 모집직종 : 숙박시설 서비스원2. 모집인원 : 13. 근무장소 : 대구4. 근무기간 : 20220101~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저,2022-12-31
36,대구광역시 서구,휴먼앤테크,마감,대구광역시 달서구 월암동 1111,053-423-0330,2022 시니어인턴 참여자 모집      1. 모집직종 : 전기전자부품제품조립원2. 모집인원 :13. 근무장소 : 대구4. 근무기간 : 20220101~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 :10시~17시 (협의 중)6. 급여수준 : 최저임금 이상7. 자격요건 ,2022-12-31
37,대구광역시 서구,대덕테크,마감,대구광역시 달서구 월암동 1111,053-745-4706, 1. 모집직종 : 제조 단순종사원2. 모집인원 : 23. 근무장소 : 대구4. 근무기간 : 20220420~20231231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중),2022-12-31
38,대구광역시 서구,제일효요양병원,접수중,대구광역시 달서구 월암동 1111,053-745-4706,"2022 시니어인턴 참여자 모집 [매칭완료]1. 모집직종 : 사무보조원2. 모집인원 : 33. 근무장소 : 서울4. 근무기간 : 20220401~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상7. 자격요건 : 만 60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신8. 모집기간 :20220401~20221231(모집시까지 충원)9. 신청방법 : 전화 문의 후 기관 방문 상담 및 기업 동행면접 실시10. 제출서류 : 주민등록증, 주민등록 등본, 이력서11. 관련문의 : 이노비즈협회 정세원(***-****-****)",2022-12-31
39,대구광역시 서구,우리경영컨설팅(주),접수중,대구광역시 달서구 월암동 1111,053-745-4706,2022 시니어인턴 참여자 모집      1. 모집직종 : 컨설팅업 2. 모집인원 : 13. 근무장소 : 대구4. 근무기간 : 20220101~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상,2022-12-31
40,대구광역시 서구,(주)조광주유소,마감,대구광역시 달서구 월암동 1111,053-745-4706,2022 시니어인턴 참여자 모집      1. 모집직종 :  판매종사자2. 모집인원 : 13. 근무장소 : 대구4. 근무기간 : 20220101~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상7. 자격요건 : 만 60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신8. 모집기간 : 20220101~20220131 (모집시까지 충원)9. 신청방법 ,2022-12-31
41,대구광역시 서구,더케이텍 (주),마감,대구광역시 달서구 월암동 1111,053-745-4707,"1. 모집직종 : 기타사무원, 조리사, 식당서비스, 판매종사자, 단순제조, 운송직 등2. 모집인원 : 503. 근무장소 : 대구, 서울4. 근무기간 : 20220101~20221231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상7. 자격요건 : 만 60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신8. 모집기간 : 20210224~20210312 (모집시까지 충원)9. 신청방법 : 전화 문의 후 기관 방문 상담 및 기업 동행면접 실시10. 제출서류 : 주민등록증, 주민등록 등본, 이력서11. 관련문의 : 이노비즈협회 정세원(***-****-****)",2022-12-31
42,대구광역시 서구,영신기전공업(주),마감,대구광역시 달서구 월암동 1111,053-745-4706,     1. 모집직종 : 제조 단순종사원2. 모집인원 : 23. 근무장소 : 대구4. 근무기간 : 20220701~20231231 (입사일은 모집/면접 상황에 따라 변동가능)5. 근무시간 : 09시 ~18시 (협의 중)6. 급여수준 : 최저임금 이상7. 자격요건 ,2022-12-31
43,대구광역시 서구,(주)영남염직,마감,대구시 서구 평리 4동 1371-8 대구경총회관,053-526-9263,사업실행계획1.사업명 : 시니어 인턴십 2.사업목적 :   - 노인일자리 활성화 및 신규 일자리창출 ,2022-09-09
44,대구광역시 서구,(주)세종교육정보,마감,대구시 서구 평리 4동 1371-8 대구경총회관,010-2537-3319,사업실행계획1.사업명 : 시니어 인턴십 2.사업목적 :   - 노인일자리 활성화 및 신규 일자리창출 ,2022-09-09
45,대구광역시 서구,플래뉴,마감,대구시 서구 평리 4동 1371-8 대구경총회관,070-7705-0756,사업실행계획1.사업명 : 시니어 인턴십 2.사업목적 :  - 노인일자리 활성화 및 신규 일자리창출 ,2022-08-29
46,대구광역시 서구,(주)효광테크,마감,대구시 서구 평리 4동 1371-8 대구경총회관,053-585-0421,사업실행계획1.사업명 : 시니어 인턴십 2.사업목적 :  - 노인일자리 활성화 및 신규 일자리창출 ,2022-08-22
47,대구광역시 서구,자연과학어린이집 ,마감,,010-7757-5891,자연과학어린이집 에서 시니어인터십 참여자를 모집합니다 1. 모집직종 : 조리사 보조-1명 2. 자격사항 :  신체건강한분 많은 참여 바랍니다.,2022-08-18
48,대구광역시 서구,CJCGV (씨제이씨지브이) (주),마감,대구 달서구월암동,053-721-6899,"2022년 시니어인턴십 참여자 모집1. 모집직종 : 미소지기(기타단순종사원)2. 인원 : 50명3. 근무기간 : 2022.09.01 ~4. 근무시간 : 09:00 ~ 18:005. 급여수준 : 최저임금 이상6. 자격요건 : 만60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신7. 모집기간 : 2022.8.1~ 8. 신청방법 : 전화문의 후 기관방문상담(사전 문의 필수) 및 기업동행면접실시9. 제출서류 : 주민등록증, 주민등록등본, 이력서10. 관련문의 : 벤처기업협회 대구경북지회(***-****-****)",2022-08-12
49,대구광역시 서구,희성산업(주)경주지점,마감,대구 달서구월암동,010-2570-0324,"2022년 시니어인턴십 참여자 모집1. 모집직종 : 단순제조종사원 4명/ 생산관리자 1명2. 인원 : 5명3. 근무기간 : 2022.08.24 ~4. 근무시간 : 09:00 ~ 18:005. 급여수준 : 최저임금 이상6. 자격요건 : 만60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신7. 모집기간 : 2022.08.01~ 8. 신청방법 : 전화문의 후 기관방문상담(사전 문의 필수) 및 기업동행면접실시9. 제출서류 : 주민등록증, 주민등록등본, 이력서10. 관련문의 : 벤처기업협회 대구경북지회(***-****-****)",2022-08-10
50,대구광역시 서구,㈜세종교육정보,마감,,053-321-5001,㈜세종교육정보에서 시니어인터십 참여자를 모집합니다. 1. 모집직종 : 조경원-1명 2. 자격사항 :  신체건강한분 많은 참여 바랍니다.,2022-08-01
51,대구광역시 서구,신영유치원,마감,,054-974-3344,신영유치원에서 시니어인터십 참여자를 모집합니다 1. 모집직종 : 차량기사-1명 2. 자격사항 :  신체건강한분 많은 참여 바랍니다.,2022-07-19
52,대구광역시 서구,(주)삼오산업,마감,,053-615-3536,(주)삼오산업에서 시니어인터십 참여자를 모집합니다 1. 모집직종 : 포장 및 입출고 담당-3명 2. 자격사항 :  신체건강한분 많은 참여 바랍니다.,2022-07-19
53,대구광역시 서구,노리실버홈요양원,마감,,010-3450-0943,노리실버홈요양원에서 시니어인터십 참여자를 모집합니다. 1. 모집직종 :  조리원-1명 2. 자격사항 :  신체건강한분많은 지원 바랍니다.,2022-07-15
54,대구광역시 서구,(주)애드준,마감,대구 달서구월암동,053-721-6899,"2022년 시니어인턴십 참여자 모집1. 모집직종 : 미싱사2. 인원 : 3명3. 근무기간 : 2022.08.01 ~4. 근무시간 : 09:00 ~ 18:005. 급여수준 : 최저임금 이상6. 자격요건 : 만60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신7. 모집기간 : 2022.7.1 ~ 8. 신청방법 : 전화문의 후 기관방문상담(사전 문의 필수) 및 기업동행면접실시9. 제출서류 : 주민등록증, 주민등록등본, 이력서10. 관련문의 : 벤처기업협회 대구경북지회(***-****-****)",2022-07-15
55,대구광역시 서구,주식회사 씨엠에이글로벌,마감,대구 달서구월암동,053-721-6899,"2022년 시니어인턴십 참여자 모집1. 모집직종 : 관리자2. 인원 : 1명3. 근무기간 : 2022.8.01 ~4. 근무시간 : 09:00 ~ 18:005. 급여수준 : 최저임금 이상6. 자격요건 : 만60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신7. 모집기간 : 2022.7.20 ~ 8. 신청방법 : 전화문의 후 기관방문상담(사전 문의 필수) 및 기업동행면접실시9. 제출서류 : 주민등록증, 주민등록등본, 이력서10. 관련문의 : 벤처기업협회 대구경북지회(***-****-****)",2022-07-15
56,대구광역시 서구,세명엔지니어링,마감,대구 달서구월암동,053-721-6899,"2022년 시니어인턴십 참여자 모집1. 모집직종 : 기타서비스종사원2. 인원 : 1명3. 근무기간 : 2022.08.01 ~4. 근무시간 : 09:00 ~ 18:005. 급여수준 : 최저임금 이상6. 자격요건 : 만60세 이상으로 해당 직무를 수행할 수 있는 건강한 어르신7. 모집기간 : 2022.07.01 ~ 8. 신청방법 : 전화문의 후 기관방문상담(사전 문의 필수) 및 기업동행면접실시9. 제출서류 : 주민등록증, 주민등록등본, 이력서10. 관련문의 : 벤처기업협회 대구경북지회(***-****-****)",2022-07-15
57,대구광역시 서구,피유코리아,마감,,010-5720-2486,피유코리아에서 시니어인터십 참여자를 모집합니다 1. 모집직종 : 자재구매-1명 2. 자격사항 : 신체건강한분 많은 참여 바랍니다.,2022-07-12
58,대구광역시 서구,(주)대경트리플,마감,,010-2025-4540,(주)대경트리플에서 시니어인터십 참여자를 모집합니다 1. 모집직종 : 배송직원-1명 2. 자격사항 :  신체건강한분 많은 참여 바랍니다.,2022-07-12
59,대구광역시 서구,현진미션,마감,,053-311-2800,현진미션에서 시니어인터십 참여자를 모집합니다 1. 모집직종 : 운전-1명 2. 자격사항 : 신체건강한분 많은 참여 바랍니다.,2022-07-08
