    ,a,b,c,d,e,f,g
33,서울특별시 양천구,오렌지교통 주식회사 ,마감,,010-2807-6378,** 오렌지교통에서 마을버스 운전원을 모집합니다 **1. 회사위치 : 서울 노원구 상계동2. 모집직종 : 버스운전원3. 모집인원 : 5명60대 성실한 시니어 분 환영합니다. ,2022-07-19
34,서울특별시 양천구,금촌시니어스요양센터,마감,,010-3721-1314,"<금촌시니어스요양센터>*모집직종:사회복지사, 간호조무사*모집인원: 각분야 1명씩*근무시간:09시~18시*근무장소:파주시 새꽃로 62",2022-07-15
35,서울특별시 양천구,이고운주야간보호센터,마감,,010-8416-5656,<이고운주야간보호센터>*모집직종:조리원 *모집인원:2명*근무시간:09시~18시*근무장소:일산서루 1547,2022-07-15
36,서울특별시 양천구,누리주간보호센터,마감,,010-6704-6201,** 보호센터에서 직원을 모집합니다. **1. 회사위치 : 경기도 남양주2. 모집직종 : 운전원3. 모집인원 : 1명60대 성실한 시니어 환영합니다. ,2022-07-11
37,서울특별시 양천구,지도노인요양원,마감,,0,<지도노인요양원>*모집직종:조리원*모집인원:1명*근무시간:09시~18시*근무장소:신안군 지도읍 111,2022-07-08
38,서울특별시 양천구,버드내노인복지관,마감,,031-547-6230,<버드내노인복지관>*모집직종:시설관리*모집인원:2명*근무시간:09시`18시*근무장소: 권선로 564번길 36,2022-07-08
39,서울특별시 양천구,(주)보경안전,마감,,010-8305-4070,(주)보경안전*모집직종:시설관리*모집인원:6명*근무시간:09시~18시*근무장소: 강남구 도곡로4길 11 202호,2022-07-08
40,서울특별시 양천구,메디팜요양병원,마감,,061-729-3300,"** 병원에서 직원을 모집합니다. **1. 병원위치 : 전남 순천2. 모집직종 : 간호사, 조무사, 조리원, 운전원, 병원관리3. 모집인원 : 10명60대 성실한 시니어 환영합니다. ",2022-07-07
41,서울특별시 양천구,온누리요양병원,마감,,010-8624-3477,<온누리요양병원>*모집직종:조리원 *모집인원:2명*근무시간:06~17시*근무장소:용인시 처인구 중부대로 1539,2022-07-06
42,서울특별시 양천구,괜찮은요양원,마감,,031-722-4660,** 요양원에서 직원을 모집합니다. **1. 회사위치 : 경기도 성남2. 모집직종 : 조리사3. 모집인원 : 2명60대 성실한 시니어 환영합니다. ,2022-07-05
43,서울특별시 양천구,더리치요양원,마감,,010-3035-2823,**간호조무사 모집합니다**1. 회사위치 : 경기도 용인시2. 모집직종 : 간호조무사3. 모집인원 : 2명60대 성실한 시니어 환영합니다.,2022-07-03
44,서울특별시 양천구,(복)자혜요양원,마감,,061-281-2143,"<자혜요양원>*모집직종:간호조무사,조리원,사회복지사,영양사*모집인원:4명(각분야 1명)*근무시간:09시~18시*근무장소:전남 무안군 삼향읍 수련길 52-12",2022-07-02
45,서울특별시 양천구,단양건기,마감,,010-9393-7680,<단양건기>*모집직종:건설기계 운전*모집인원:3명*근무시간:09시~18시*근무장소: 단양군 매포읍 평동12길 1,2022-07-02
46,서울특별시 양천구,주식회사 한사랑케어,마감,,053-564-1007,"<주식회사 한사랑케어>*모집직종:식판세척,검수,배송,소독방역*모집인원: 8명*근무시간: 09시~13시*근무장소:대구 달서구 와룡로 43길",2022-06-30
47,서울특별시 양천구,양산주유소,마감,,010-4199-0881,<양산주유소>*모집직종:주유원 *모집인원:2명*근무시간:09시~18시*근무장소:양산시 중앙로 192,2022-06-30
48,서울특별시 양천구,가족사랑단기보호센터,마감,,02-403-0311,** 요양원에서 직원을 모집합니다. **1. 회사위치 : 서울 송파구2. 모집직종 : 조리원3. 모집인원 : 1명60대 성실한 시니어 환영합니다. ,2022-06-30
49,서울특별시 양천구,주식회사 에스앤케이글로벌,마감,,070-8672-2642,"** 식자재도소매 회사에서 직원을 모집합니다. **1. 회사위치 : 경기도 이천2. 모집직종 : 냉동설비조작원, 제조단순종사자3. 모집인원 : 5명60대 성실한 시니어 환영합니다. ",2022-06-30
50,서울특별시 양천구,해나푸드,마감,,031-591-5000,** 해나푸드에서 직원을 모집합니다. **1. 회사위치 : 경기도 남양주2. 모집직종 : 조리원3. 모집인원 : 2명60대 성실한 시니어 환영합니다. ,2022-06-30
51,서울특별시 양천구,동명유통,마감,,010-2299-0525,** 가공원 모집합니다. **1. 회사위치 : 서울 서초2. 모집직종 : 아크릴 가공원3. 모집인원 : 1명60대 성실한 시니어 환영합니다. ,2022-06-30
52,서울특별시 양천구,참 데이케어센터,마감,,010-8776-7143,** 데이케어센터에서 직원을 모집합니다. **1. 회사위치 : 서울 동대문구2. 모집직종 : 간호조무사3. 모집인원 : 1명60대 성실한 시니어 환영합니다. ,2022-06-30
53,서울특별시 양천구,가락사랑요양원,마감,,010-3776-4629,** 요양원에서 직원을 모집합니다. **1. 회사위치 : 서울 송파2. 모집직종 : 간호조무사3. 모집인원 : 1명60대 성실한 시니어 환영합니다. ,2022-06-30
54,서울특별시 양천구,사랑가득요양원1호,마감,,010-4468-8538,"** 요양원에서 직원을 모집합니다. **1. 회사위치 : 서울 은평구2. 모집직종 : 사회복지사, 간호조무사, 조리사3. 모집인원 : 20명60대 성실한 시니어 환영합니다. ",2022-06-30
55,서울특별시 양천구,가족사랑요양원,마감,,02-403-0311,** 요양원에서 직원을 모집합니다. **1. 회사위치 : 서울 송파구2. 모집직종 : 사회복지사3. 모집인원 : 1명60대 성실한 시니어 환영합니다. ,2022-06-30
56,서울특별시 양천구,풍미진해장국,마감,,010-2319-5334,** 음식점에서 직원을 모집합니다. **1. 회사위치 : 경기도 파주2. 모집직종 : 주방보조3. 모집인원 : 4명60대 성실한 시니어 환영합니다. ,2022-06-30
57,서울특별시 양천구,수미설렁탕,마감,,010-2319-5334,** 식당에서 직원을 모집합니다. **1. 회사위치 : 인천2. 모집직종 : 주방보조3. 모집인원 : 5명60대 성실한 시니어 환영합니다. ,2022-06-30
58,서울특별시 양천구,(주)씨크루즈호텔속초,마감,,033-637-0065,(주)씨크루즈호텔속초*모집직종 : 숙박시설 관리원*모집인원 : 1명*근무시간 : 09시 ~18시*근무장소 : 강원도 속초시 청초호반로 273,2022-06-27
59,서울특별시 양천구,주식회사 에이앤인니푸드,마감,,031-353-8685,** 제조업에서 직원을 모집합니다. **1. 회사위치 : 경기도 화성2. 모집직종 : 물류팀 사원3. 모집인원 : 2명60대 성실한 시니어 환영합니다. ,2022-06-27
60,서울특별시 양천구,억조1978,마감,,02-2654-5987,**조리원 모집합니다**1. 회사위치 : 서울시 양천구2. 모집직종 : 주방 조리원3. 모집인원 : 2명60대 성실한 시니어 환영합니다.,2022-06-27
61,서울특별시 양천구,사북환경,마감,,051-322-5400,** 사북환경에서 직원을 모집합니다. **1. 회사위치 : 부산 강변대로2. 모집인원 : 1명3. 모집직종 : 운전하면서 수거하는 업무60대 성실한 시니어 환영합니다. ,2022-06-25
62,서울특별시 양천구,웰케어요양센터,마감,,010-7129-9516,<웰케어요양센터>*모집직종-조리원*모집인원-1명*근무시간-09시~18시*근무장소-화도읍 비룡로2  304호,2022-06-20
63,서울특별시 양천구,(주)청송육가공,마감,,010-6426-0858,<주>청송육가공*모집직종-생산*모집인원-5명*근무시간-09시~18시*근무장소-구리시 동구릉로 469,2022-06-17
64,서울특별시 양천구,아이러브요양원,마감,,010-9869-4936,"<아이러브요양원>*모집직종-간호조무사, 조리사, 운전원*모집인원-각분야 1명*근무시간-09시~18시*근무장소-부천시 범안로 117",2022-06-17
65,서울특별시 양천구,사회복지법인 유승재단(기쁨의집),마감,,055-242-7585,** 복지법인에서 직원을 모집합니다. **1. 회사위치 : 경남 창원시2. 모집직종 : 조리원3. 모집인원 : 2명60대 성실한 시니어 환영합니다. ,2022-06-16
66,서울특별시 양천구,주식회사 온누리씨앤엠,마감,,010-9063-9705,** 제조사원 모집합니다. **1. 회사위치 : 인천 강화군2. 모집직종 : 생산사원3. 모집인원 : 1명60대 성실한 시니어 환영합니다. ,2022-06-15
67,서울특별시 양천구,꽃길주간보호센터,마감,,043-851-8899,"** 주간보호센터에서 직원을 모집합니다. **1. 회사위치 : 충북 충주2. 모집직종 : 운전원, 조리원, 사무원3. 모집인원 : 3명60대 성실한 시니어 환영합니다. ",2022-06-14
68,서울특별시 양천구,의료법인 범문의료재단,마감,,010-3389-4674,** 병원에서 간호사를 모집합니다 **1. 회사위치 : 경기도 포천2. 모집직종 : 간호사3. 모집인원 : 3명60대 성실한 시니어 환영합니다.,2022-06-10
69,서울특별시 양천구,주식회사 운약근답올핏,마감,,010-5085-4394,** 관리사원 모집합니다. **1. 회사위치 : 서울 강남2. 모집직종 : 시설관리3. 모집인원 : 2명60대 성실한 시니어 환영합니다. ,2022-06-09
70,서울특별시 양천구,(주)삼정수지,마감,,051-326-2233,<주>삼정수지*모집직종-판매사원*모집인원-1명*근무시간-08시~18시*근무장소- 사상구 감전동 122-30,2022-06-05
71,서울특별시 양천구,주식회사 자연해,마감,,010-6202-3124,<주식회사 자연해>*모집직종-생산직*모집인원-2명*근무시간-09시~18시*근무장소-경기도 광주시 초월읍,2022-06-03
72,서울특별시 양천구,우덕자원 주식회사,마감,,043-420-5562,**우덕자원에서 석회석 운반원을 모집합니다 **1. 회사위치 : 충북 단양군2. 모집직종 : 운전원3. 모집인원 : 5명책임감있으신 60대 시니어분 환영합니다,2022-06-03
73,서울특별시 양천구,활명 한방병원,마감,,010-4474-1305,"** 한방병원에서 함께 할 영양사(조리사) 2명을 모집합니다 **1. 회사위치 : 서대문구 수색로2. 모집직종 : 영양사, 조리사3. 모집인원 : 2명60대 성실하신 시니어분 적극 환영합니다.",2022-06-02
74,서울특별시 양천구,미사복덩이데이케어센터,마감,,010-2446-1661,"<미사복덩이데이케어센터>*모집직종-사회복지사, 간호조무사, 운전원, 사무원*모집인원- 5명*근무시간- 09시~18시*근무장소- 하남시 덕풍북로 26-3",2022-05-31
75,서울특별시 양천구,해든데이케어센터,마감,,010-6741-3347,** 케어센터에서 직원을 모집합니다. **1. 회사위치 : 서울 강서구2. 모집직종 : 운전원3. 모집인원 : 1명60대 성실한 시니어 환영합니다. ,2022-05-31
76,서울특별시 양천구,주식회사 까사홀딩스,마감,,010-9038-3415,** 제조원 모집합니다. **1. 회사위치 : 경기도 포천2. 모집직종 : 제조원3. 모집인원 : 1명60대 성실한 시니어 환영합니다.,2022-05-30
77,서울특별시 양천구,연세노인전문요양원,마감,,010-6856-2005,"** 노인전문요양원에서 직원을 모집합니다 **1. 회사위치 : 인천시 계양구2. 모집직종 : 사회복지사, 간호조무사3. 모집인원 : 직종별 각 1명( 총2명)60대 성실하신 시니어 환영합니다. ",2022-05-30
78,서울특별시 양천구,우주재가복지센터,마감,,010-5717-7536,**노인재가복지시설에서 조리원을 모집합니다 **1. 회사위치 : 경남 창녕군2. 모집직종 : 조리원3. 모집인원 : 1명60대 성실한 시니어 환영합니다.,2022-05-30
79,서울특별시 양천구,연세노인복지센터,마감,,010-6856-2005,<연세노인복지센터>*모집직종-조리원*모집인원-2명*근무시간-09시~18시*근무장소-인천 계양구 새벌로 84,2022-05-29
80,서울특별시 양천구,나승하이텍주식회사,마감,,032-684-0277,"나승하이텍주식회사*모집직종-제조(생산), 사무, 용접*모집인원-각분야 3명씩*근무시간-09시~18시*근무장소-통진읍 김포대로",2022-05-29
81,서울특별시 양천구,(주)이십일세기공조,마감,,02-3664-8188,(주)이십일세기공조*모집직종-사무직*모집인원-1명*근무시간-09시~18시*근무장소- 강서구 공항대로 53길,2022-05-27
82,서울특별시 양천구,세종 해밀요양원,마감,,010-7191-8660,"** 세종해밀요양원에서 직원을 모집합니다**1.회사위치: 세종시 금남면2. 모집직종: 조리사, 사회복지사, 운전원,위생관리3. 모집인원 : 4명60대 성실한 시니어 환영합니다!",2022-05-26
83,서울특별시 양천구,(주)월드홈닥터,마감,,031-466-0524,** 이불제조업에서 직원모집합니다 **1. 회사위치 : 경기도 안양시2. 모집직종  : 제조사원3. 모집인원  : 1명 60대 성실한 시니어 환영합니다.,2022-05-25
84,서울특별시 양천구,(주)태영오일,마감,,010-9920-2424,* 도소매업 운전기사님을 모집합니다.**1. 회사위치 : 서울 성동구2. 모집직종 : 운전원3. 모집인원 : 2명책임감있는 시니어 대환영합니다.,2022-05-25
85,서울특별시 양천구,에코드림유치원,마감,,010-8906-3204,"** 유치원 버스 기사 모집 합니다 **1. 회사위치 : 전남 순천시2, 모집직종 : 운전원3. 모집인원 : 3명60대 성실한 시니어 환영합니다.",2022-05-24
86,서울특별시 양천구,(주)이유있는 사람들,마감,,010-7153-8258,"<이유있는 사람들>*모집직종:조리,배송*모집인원:2명(각분야1명씩)*근무시간:09시~15시*근무장소:성동구 왕십리 광장로 10",2022-05-21
87,서울특별시 양천구,기쁨가득주유소,마감,,010-3729-4836,<기쁨가득주유소>*모집직종-주유원*모집인원-1명*근무시간-09시~18시*근무장소-의정부시 경의로 45,2022-05-20
88,서울특별시 양천구,"24시난방유,등유배달,기름,경유배달,외상가능",마감,,010-8388-9667,"<24시난방유,등유배달,기름,경유배달,외상가능>*모집직종:운전기사*모집인원:2명*근무시간:06시~18시*근무장소:성동구 매봉길 22, 1층",2022-05-20
89,서울특별시 양천구,대세석유,마감,,010-9920-2424,<대세석유>*모집직종:운전직*모집인원:2명*근무시간:09시~18시*근무장소:아찬산로 131,2022-05-20
90,서울특별시 양천구,주식회사 플래닝비,마감,,010-2566-6550,"<주식회사 플래닝비>*모집직종:창고관리, 재무관리*모집인원:창고관리 1명, 재무관리 2명*근무시간: 14시~18시*근무장소: 강남구 압구정로 32길",2022-05-20
91,서울특별시 양천구,명지성모병원,마감,,02)829-7887,"<명지성모병원>*모집직종:조리사,간호조무사,사무직*모집인원 :각분야 3명*근무시간: 09시~18시*근무장소: 영등포구 도림로 156 명지성모병원",2022-05-20
92,서울특별시 양천구,유한회사 사랑방재가노인복지센터,마감,,010-8645-8853,** 노인복지센터에서 직원을 모집합니다. **1. 회사위치 : 전북 군산2. 모집직종 : 운전원3. 모집인원 : 2명60대 성실한 시니어 환영합니다. ,2022-05-17
93,서울특별시 양천구,바른약속치과의원,마감,,02-6346-5001,** 병원에서 직원을 모집합니다. **1. 회사위치 : 서울 강서구2. 모집직종 : 병원 업무보조3. 모집인원 : 2명60대 성실한 시니어 환영합니다. ,2022-05-16
94,서울특별시 양천구,주식회사정성커뮤니케이션,마감,,ㅇ,"** 요양원에서 직원을 모집합니다. **1. 회사위치 : 서울 동작구2. 모집직종 : 조리원, 조무사3. 모집인원 : 4명60대 성실한 시니어 환영합니다. ",2022-05-16
95,서울특별시 양천구,만나주간보호센터,마감,,031-984-0092,"** 운전원 모집합니다. **1. 회사위치 : 경기 김포2. 모집직종 : 운전원, 조리원3. 모집인원 : 3명60대 성실한 시니어 환영합니다. ",2022-05-16
96,서울특별시 양천구,참이지치과의원,마감,,010-3141-0521,** 병원에서 직원을 모집합니다. **1. 회사위치 : 경기도 군포2. 모집직종 : 병원 업무보조3. 모집인원 : 2명60대 성실한 시니어 환영합니다. ,2022-05-15
97,서울특별시 양천구,(주)무지개케어스,마감,,010-8664-9659,"<(주)무지개케어스>*모집직종:사회복지사, 간호사,조리원*모집인원:10명*근무시간:09시~18시, 11시~20시*근무장소:용인시 기흥구 기흥로 116번길",2022-05-15
98,서울특별시 양천구,도원주간보호센터,마감,,053-290-5004,<도원주간보호센터>*모집직종 : 조리사*모집인원 : 1명*근무시간 : 09시~18시*근무장소 : 대구 수성구 팔현길 126-1,2022-05-13
99,서울특별시 양천구,의료법인 한결의료재단,마감,,055-222-1151,"** 한결의료재단에서 직원을 모집합니다. **1. 회사위치 : 경남 창원2. 모집직종 : 조리원, 운전원, 시설관리3. 모집인원 : 3명60대 성실한 시니어 환영합니다. ",2022-04-30
100,서울특별시 양천구,난곡 오퍼레이터,마감,,010-4741-5145,** 주유소에서 직원을 모집합니다. **1. 회사위치 : 서울 관안구2. 모집직종 : 주유원3. 모집인원 : 2명60대 성실한 시니어 환영합니다. ,2022-04-30
101,서울특별시 양천구,유상호정형외과의원,마감,,010-2044-2509,** 정형외과에서 직원을 모집합니다. **1. 회사위치 : 서울 강남구2. 모집직종 : 주차관리3. 모집인원 : 3명60대 성실한 시니어 환영합니다. ,2022-04-30
102,서울특별시 양천구,삼지종합건설(주),마감,,0,<삼지종합건설(주)>*모집직종-현장관리*모집인원-1명*근무시간-09시~18시*근무장소-천안시 서북구,2022-04-30
103,서울특별시 양천구,정빈씨푸드,마감,,010-2020-5560,** 정빈씨푸드에서 직원을 모집합니다. **1. 회사위치 : 부산 서구2. 모집직종 : 판매종사원3. 모집인원 : 5명60대 성실한 시니어 환영합니다. ,2022-04-17
104,서울특별시 양천구,에이원데이케어센터,마감,,02-2699-9692,<에이원데이케어센터>*모집직종:운전원*모집인원:2명*근무장소:양천구 중앙로 312*근무시간:09시~12시,2022-04-15
105,서울특별시 양천구,주식회사 늘푸른한가족,마감,,010-2967-0813,"<주식회사 늘푸른한가족>*모집직종:사회복지사*모집인원:2명*근무시간:09시~18시*근무장소:양천구 오목로 181, 5층",2022-04-15
106,서울특별시 양천구,예가노인전문요양원,마감,,010-7189-2770,"<예가노인전문요양원>*모집직종:사회복지사, 조리원, 간호조무사*모집인원: 각 3명씩*근무시간: 09시~18시, 18시~09시*근무장소: 영월군 남면, 신선길 124",2022-04-15
107,서울특별시 양천구,신성티엔에프,마감,,010-7244-4348,<신성티엔에프>*모집직종:생산직*모집인원:10명*근무시간:09시~18시*근무장소:삽교읍 산단3길 ,2022-04-15
108,서울특별시 양천구,희망노인 주야간보호센터,마감,,010-9430-9898,"** 주야간보호센터에서 직원을 모집합니다. **1. 회사위치 : 경기도 양주2. 모집직종 : 사무원, 간호사, 조리원, 운전원3. 모집인원 : 6명60대 성실한 시니어 환영합니다. ",2022-04-12
109,서울특별시 양천구,구립효창데이케어센터,마감,,02)711-7795,<구립효창데이케어센터>*모집직종-운전원*모집인원-1명*근무시간-일8시간*근무장소-효창원로 146-12 3층 ,2022-04-12
110,서울특별시 양천구,연세요양원,마감,,010-4152-3132,<연세요양원>*모집직종:조리사 *모집인원:5명*근무시간: 09시~18시*근무장소: 용인 기흥구 어정로 139,2022-04-11
111,서울특별시 양천구,정근한방병원,마감,,010-7114-7876,** 한방병원에서 직원을 모집합니다. **1. 회사위치 : 경기도 김포2. 모집직종 : 간호사3. 모집인원 : 1명60대 성실한 시니어 환영합니다. ,2022-04-09
112,서울특별시 양천구,목동효사랑데이케어센터,마감,,010-3922-0120,"<목동효사랑데이케어센터>*모집직종-운전원, 사회복지사, 간호사, 간호조무사*모집인원- 운전원 2명, 사회복지사 2명, 간호사 3명, 간호조무사 3명*근무시간-09시~18시*근무장소- 양천구 오목로 193 3층 목동효사랑데이케어센터",2022-04-08
113,서울특별시 양천구,합자회사 서진택시,마감,,031-654-2035,<합자회사 서진택시>*모집직종:택시운전*모집인원:10명*근무시간:07시~14시*근무장소:평택시 배미1길,2022-04-08
114,서울특별시 양천구,카페 마실다실 4호점,마감,,02-2648-9955,"1.활동시간 : 주 3회(일3~4)시간) / 월 30시간내외 활동2.활 동 비 : 월 27만원이상 / 시급(9,160)3.신청자격 : 만 60세 이상4.신청제외자 :- 국민기초생활보장법에 의한 생계급여 수급자- 정부부처 및 지자체에서 추진 중인 일자리사업 참여자- 국민건강보험 직장가입자",2022-04-08
