,a,b,c,d,e,f,g
46,서울특별시 강남구,블루테크 2기,마감,,02-452-0236,"1. 사업명 : 블루테크 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 기술 영업원 채용 3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육)5. 모집연령대 : 60대6. 근무지역 : 해당 사업장7.급여조건 : 회사 내규에 한함8.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-04-30
47,서울특별시 강남구,(주)행운택시 2기,마감,,02-3426-7055,"1. 사업명 : (주)행운택시 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 택시 운전원3. 부서배치 및 참여인원 : 택시 운전원 10명4. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지5. 직무교육 : 안전 교육 및 직무(실무 교육) 6. 모집연령대 : 60대7. 근무지역 : 해당 근무지8. 자격사항 : 경력자, 관련 자격증 소지자9.급여조건 : 회사 내규에 한함10.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-04-11
48,서울특별시 강남구,에브리랩-01,마감,서울 강남구역삼1동,02-2088-3835,에브리랩에서 시니어 사원 모집합니다.,2022-04-10
49,서울특별시 강남구,(주)코틴기획 2기,마감,,070-8893-9352,"1. 사업명 : (주)코틴기획 시니어인턴십(경력자 채용) 사업 운영 안내2. 부서배치 및 참여인원 : 버스운전원 1명, 기타자동차운전원 1명3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 서울시 송파구7. 자격사항 : 경력자, 운전면허증 소지자8.급여조건 : 회사 내규에 한함9..사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-04-02
50,서울특별시 강남구,(주)한솔엠에스 2기,마감,,070-4866-0264,"1. 사업명 : (주)한솔엠에스 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 시설관리(전기,안전,냉난방 등), 주차관리, 방역원3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 관련 사업장7.급여조건 : 회사 내규에 한함8.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-04-02
51,서울특별시 강남구,(주)정도개발 2기,마감,,070-4866-0264,"1. 사업명 : (주)정도개발 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 시설관리(전기,안전 등), 주차관리, 방역원3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 관련 사업장7.급여조건 : 회사 내규에 한함8.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-04-02
52,서울특별시 강남구,(주)에스피에스-04,마감,서울 강남구역삼1동,02-2088-3835,(주)에스피에스에서 시니어사원 모집합니다.,2022-04-01
53,서울특별시 강남구,(협)드림잡 2기,마감,,031-1577-9281,"1. 사업명 : 사회적협동조합 드림잡 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 실버택배 배송3. 부서배치 및 참여인원 : 택배원 9명 고객 상담원 및 모니터 요원 1명4. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지5. 직무교육 : 안전 교육 및 직무(실무 교육) 6. 모집연령대 : 60대7. 근무지역 : 서울시, 경기도 성남시 인근8. 자격사항 : 인근거주자, 신체 건강한자9.급여조건 : 회사 내규에 한함10.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-04-01
54,서울특별시 강남구,(주)디지탈쉽 2기,마감,,02-3446-4573,"1. 사업명 : (주)디지탈쉽 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 소프트웨어 전문가, 영업관리3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 15. 모집연령대 : 60대6. 근무지역 : 서울본사(강남구)7.급여조건 : 회사 내규에 한함8.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-03-31
55,서울특별시 강남구,(주)청성개발 2기,마감,,02-582-4615,"1. 사업명 : (주)청성개발 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 시설관리(전기), 방역원,3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 관련 사업장7.급여조건 : 회사 내규에 한함8.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-03-31
56,서울특별시 강남구,신구스포츠센터 2기,마감,,02-1688-0580,"1. 사업명 : 신구스포츠센터 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 :냉난방 설비조작원, 승합차 운전원3. 부서배치 및 참여인원 :총2명4. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지5. 직무교육 : 안전 교육 및 직무(실무 교육) 6. 모집연령대 : 60대7. 근무지역 : 서울시 강남구8. 자격사항 : 경력자, 인근거주자, 장기근속자9.급여조건 : 회사 내규에 한함10.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-03-31
57,서울특별시 강남구,스마일버스(주) 2기,마감,,070-4100-4102,"1. 사업명 : 스마일버스(주) 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 마을버스(강남07번 노선) 운전자 모집3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 해당 관할지역(강남~송파)7.급여조건 : 회사 내규에 한함8.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-03-31
58,서울특별시 강남구,오션키즈(대치점) 2기,마감,,02-552-7555,"1. 사업명 : 오션키즈(대치점)시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 승합차 운전기사3. 부서배치 및 참여인원 : 1명4. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지5. 직무교육 : 안전 교육 및 직무(실무 교육) 6. 모집연령대 : 60대7. 근무지역 : 서울시 강남구8. 자격사항 : 면허증 소지자, 인근거주자9.급여조건 : 회사 내규에 한함10.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-03-31
59,서울특별시 강남구,종로운수(주) 2기,마감,,02-765-3069,"1. 사업명 : 종로운수(주) 시니어인턴십 사업 운영 안내2. 사업목적 : - 노일일자리 활성화 및 신규 일자리 창출 - 어르신들의 경제 활동을 통한 우울증 감소 및 자신감 회복 - 소득 증대를 통한 경제력 확보 - 어르신들의 근무의욕 고취3. 사업내용 : 운수업4. 부서배치 및 참여인원 : 버스운전원 3명 운송관리자 1명5. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용6. 직무교육 : - 소양교육(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 도로교통법 교육, 운전 간 위험사례 소개 - 1대1 OJT를 통한 업무교육7. 실시인원 : 인턴 4명, 훈련생 0명8. 모집연령대 : 60대9. 모집직종 : 운전 및 운송관련 종사원10. 근무지역 : 서울시 종로구11. 자격사항 : 버스자격증12. 고용예정인원 : 인턴십 시행 이후 계속 고용  예정인원 4명 100% ",2022-03-31
60,서울특별시 강남구,(주)씨엠텍-01,마감,서울 강남구역삼1동,02-2088-3835,(주)씨엠텍에서 시니어사원 모집합니다.,2022-03-31
61,서울특별시 강남구,주식회사 아이피나우,마감,서울 강남구 논현2동,02.3463.9724,60대 경영지원 관리자 구인월 300만원근무일자 및 시간 협의위치: 서울 서초구 ,2022-03-31
62,서울특별시 강남구,평창방림에너지 2기,마감,,010-5204-0089,"1. 사업명 : 평창방림에너지 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 충전원3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 관련 사업장7.급여조건 : 회사 내규에 한함8.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-03-31
63,서울특별시 강남구,재단법인피플,마감,,02)6011-1516,시니어사원 채용합니다.,2022-03-30
64,서울특별시 강남구,성수지앵 협동조합,마감,,02)6011-1516,성수지앵 시니어사원을 모집합니다.,2022-03-25
65,서울특별시 강남구,(주)지펙기술 1기,마감,,02-785-4900,"1. 사업명 : (주)지펙기술 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 플랜트 배관 설계3. 부서배치 및 참여인원 : 설계 기술 경력자 1명4. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지5. 직무교육 : 안전 교육 및 직무(실무 교육) 6. 모집연령대 : 60대7. 근무지역 : 서울시 영등포구8. 자격사항 : 설계 기술 경력자9.급여조건 : 회사 내규에 한함10.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-03-22
66,서울특별시 강남구,(주)월드솔라더블유에스씨 1기,마감,,010-7497-0923,"1. 사업명 : (주)월드솔라더블유에스씨 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 회계 사무원3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 관련 사업장7.급여조건 : 회사 내규에 한함8.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-03-12
67,서울특별시 강남구,더라인성형외과의원,마감,서울 강남구 논현2동,010-9400-7294,주5일 10-17시월 200성형 전후 사진 촬영,2022-03-10
68,서울특별시 강남구,(주)네트론 1기,마감,,02-842-1737,"1. 사업명 : (주)네트론 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 부동산조사인력알선및 기타전문서비스관리자1, 제조생산관리자1, 물품이동장비조작원(크레인 호이스트 지게차)1,  매장계산원및 요금정산원1, 기타판매단순종사원1, 기타서비스단순 종사원2, 주차관리안내원1, 배관세정원및방역원1,  세탁원1 공업기계설치정비원1 기타전기전자기기설치원1 보일러설치 정비원1 냉난방설비조작원1 제조단순종사원13. 부서배치 및 참여인원 : 설계 기술 경력자 3명4. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지5. 직무교육 : 안전 교육 및 직무(실무 교육) 6. 모집연령대 : 60대7. 근무지역 : 서울시 영등포구8. 자격사항 : 설계 기술 경력자9.급여조건 : 회사 내규에 한함10.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-03-05
69,서울특별시 강남구,(주)스마트크린 1기,마감,,02-521-0621,"1. 사업명 : (주)스마트크린 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 공업기계설치정비원2 냉난방설비조작원2 보일러설치정비원2 주차관리2 전기전자설비조작원24. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지5. 직무교육 : 안전 교육 및 직무(실무 교육) 6. 모집연령대 : 60대7. 근무지역 : 서울시 서초구8. 자격사항 : 경력자9.급여조건 : 회사 내규에 한함10.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-03-05
70,서울특별시 강남구,현대기술산업(주) 1기,마감,,02-476-1002,"1. 사업명 : 현대기술산업(주) 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 제조업 기술직3. 부서배치 및 참여인원 : 제조,생산 관리자 1명4. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지5. 직무교육 : 안전 교육 및 직무(실무 교육) 6. 모집연령대 : 60대7. 근무지역 : 서울시 강동구8. 자격사항 : 제조업 기술 경력자9.급여조건 : 회사 내규에 한함10.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-03-04
71,서울특별시 강남구,(주)에이치앤어소시에이츠,마감,,02-2269-4101,"1. 사업명 : (주)에이치앤어소시에이츠 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 홍보 자문 위원3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 관련 사업장7.급여조건 : 회사 내규에 한함8.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-03-04
72,서울특별시 강남구,(주)아이비에스인더스트리,마감,서울 강남구 논현2동,010-4814-1032,"전기 전자 설비 조작원17명, 숙박시설 서비스원16명, 주차관리 안내원17명근무시간 09:00-18:00근무일자: 3월~12월급여 1시간 9,160원 이상60세 이상 우선 고용",2022-03-04
73,서울특별시 강남구,활주로충전소 1기,마감,,010-2855-7186,"1. 사업명 : 활주로충전소 시니어인턴십(경력자 채용) 사업 운영 안내2. 부서배치 및 참여인원 : 가스충전원 1명3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 서울시 강서구7. 자격사항 : 경력자8.급여조건 : 회사 내규에 한함9..사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-03-02
74,서울특별시 강남구,(주)세스킨 1기,마감,,02-3274-0111,"1. 사업명 : (주)세스킨 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 시설관리(전기,안전,냉난방 등)3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 관련 사업장7.급여조건 : 회사 내규에 한함8.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-03-02
75,서울특별시 강남구,(주)에스피에스-03,마감,서울 강남구역삼1동,02-2088-3835,(주)에스피에스에서 시니어사원 모집합니다.,2022-03-01
76,서울특별시 강남구,(주)태영티에스 1기,마감,,031-274-6450,"1. 사업명 : (주)태영티에스 시니어인턴십 사업 운영 안내2. 사업목적 : - 노일일자리 활성화 및 신규 일자리 창출 - 어르신들의 경제 활동을 통한 우울증 감소 및 자신감 회복 - 소득 증대를 통한 경제력 확보 - 어르신들의 근무의욕 고취3. 사업내용 : 터널 유지관리 보수4. 부서배치 및 참여인원 : 총 40명 측량지리정보 전문가2, 도시교통전문가2, 토목공학기술자2,기타건설전기 및 제조관리자4, 산업안전원 및 위험관리원5, 기타건설구조기능원5, 공업기계설치정비원3, 건설광업기계설치정비원3, 전자전기설비조작원4, 산업전기공5, 용접원1, 방송통신인터넷케이블설치수리원45. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용6. 직무교육 : - 소양교육(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 위험사례 소개 - 1대1 OJT를 통한 업무교육7. 실시인원 : 인턴 40명, 훈련생 0명8. 모집연령대 : 60대",2022-02-28
77,서울특별시 강남구,(주)스카우트에이치알 1기,마감,,02-2188-6864,"1. 사업명 : (주)스카우트에이치알 시니어인턴십 사업 운영 안내2. 사업목적 :  - 노일일자리 활성화 및 신규 일자리 창출 - 어르신들의 경제 활동을 통한 우울증 감소 및 자신감 회복 - 소득 증대를 통한 경제력 확보 - 어르신들의 근무의욕 고취3. 사업내용 : 용인 한국민속촌 내 인력 채용4. 부서배치 및 참여인원 : 한식조리사8, 주방보조원4, 홀서빙원6, 다과용품(떡,과자등)생산인력(기타음식서비스 종사원)2, 노점판매원105. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용6. 직무교육 : - 안전교육 및 고객 관리 - OJT를 통한 업무교육7. 실시인원 : 인턴 30명8. 모집연령대 : 60대9. 근무지역 : 용인 한국 민속촌11. 자격사항 : 장기근속자, 신체 건강한자, 인근거주자12. 고용예정인원 : 인턴십 시행 이후 계속 고용 또는 신규 고용 예정인원 3명 100% 계획",2022-02-28
78,서울특별시 강남구,삼이택시(주) 1기,마감,,010-5413-5967,1. 사업명 : 삼이택시(주) 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 택시운전원 자동차 정비원3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 관련 사업장7.급여조건 : 회사 내규에 한함,2022-02-28
79,서울특별시 강남구,(주)건목 1기,마감,,010-6851-3616,"1. 사업명 : (주)건목 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 경영지원 관리자3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 관련 사업장7.급여조건 : 회사 내규에 한함8.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-02-28
80,서울특별시 강남구,중앙티앤에스(주) 1기,마감,,02-777-1401,"1. 사업명 : 중앙티앤에스(주) 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 기계실 관리원, 주차 관리원 채용3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 서울시 중구, 안양시7. 자격사항 : 관련 자격증 소지자, 경력자 우대8.급여조건 : 회사 내규에 한함10.사내복지 : 4대보험, 정규직전환 ",2022-02-27
81,서울특별시 강남구,(주)장풍아도르 1기,마감,,010-4030-2251,"1. 사업명 : (주)장풍아도르 시니어인턴십 사업 운영 안내2. 사업목적 : - 노일일자리 활성화 및 신규 일자리 창출 - 어르신들의 경제 활동을 통한 우울증 감소 및 자신감 회복 - 소득 증대를 통한 경제력 확보 - 어르신들의 근무의욕 고취3. 사업내용 : 주차관리안내원, 기타서비스단순종사원4. 부서배치 및 참여인원 : 각각 20명 10명5. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용6. 고용예정인원 : 인턴십 시행 이후 계속 고용  예정인원 30명 100% 계획",2022-02-27
82,서울특별시 강남구,한울종합관리(주) 1기,마감,,031-464-9236,"1. 사업명 : 한울종합관리(주) 시니어인턴십(경력자 채용) 사업 운영 안내2. 부서배치 및 참여인원 : 전기전자 설비조작원 1, 주차 관리 안내원 1, 기타 서비스 단순 종사원 1, 공업기계 설치 정비원 1, 전기가스수도 관리자 13. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 관련 사업장7. 자격사항 : 경력자, 관련 자격증 소지자 우대8.급여조건 : 회사 내규에 한함9..사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-02-27
83,서울특별시 강남구,(주)더피플 1기,마감,,033-748-5891,"1. 사업명 : (주)더피플 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 방역원, 방역차운전원3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 관련 사업장7.급여조건 : 회사 내규에 한함8.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-02-27
84,서울특별시 강남구,내이루리 주식회사,마감,서울 강남구 논현2동,010-7392-3309,"어르신 배송원 모집만60~70세10~13시 / 10~17시 택1710,000원~1,500,000원강남구 내 활동",2022-02-25
85,서울특별시 강남구,서울국제크리스천아카데미학원,마감,서울 강남구 논현2동,010-2980-0536,서울국제크리스천아카데미 주차관리 안내원 모집만 60세 이상월 220만원07:30~16:30 주 5일운전가능자 ,2022-02-25
86,서울특별시 강남구,(주)금복 1기,마감,,02-425-3213,"1. 사업명 : (주)금복 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 시설관리(전기)주차관리 3. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지4. 직무교육 : 안전 교육 및 직무(실무 교육) 5. 모집연령대 : 60대6. 근무지역 : 관련 사업장7.급여조건 : 회사 내규에 한함8.사내복지 : 4대보험, 정규직전환 가능, 경조사 등",2022-02-23
