,a,b,c,d,e,f,g
44,울산광역시 남구,퀵앤쿡,마감,울산광역시 남구 신정동 1100-6,052-258-6789,시니어인턴십(퀵앤쿡)1. 인턴기간 : 2020년 8월 1일 ~ 12월 31일2. 신청자격 : 만 60세 이상 누구나3. 근무시간 : 9시 ~17시 * 시간과 근로업무와 기업의 사정으로 변경될 수 있음.4. 모집직종 : 조리원(인턴)5. 모집인원 : 5명6. 근무지역 : 전국7. 자격사항 : 무관8. 준비서류 : 주민등록등본 1본9. 신청장소 : 방문접수 (울산남구시니어클럽 t***-****-****),2022-08-19
45,울산광역시 남구,학성주간보호센터,마감,울산광역시 남구 신정동 1100-6,052-258-6789,시니어인턴십(잡위드)1. 인턴기간 : 2020년 8월 8일 ~ 12월 31일2. 신청자격 : 만 60세 이상 누구나3. 근무시간 : 9시 ~15시 * 시간과 근로업무와 기업의 사정으로 변경될 수 있음.4. 모집직종 : 조리원(인턴)5. 모집인원 : 1명6. 근무지역 : 전국7. 자격사항 : 무관8. 준비서류 : 주민등록등본 1본9. 신청장소 : 방문접수 (울산남구시니어클럽 t***-****-****),2022-08-12
46,울산광역시 남구,투게더주유소,마감,울산광역시 남구 신정동 1100-6,052-258-6789,시니어인턴십(투게더주유소)1. 인턴기간 : 2020년 8월 5일 ~ 12월 31일2. 신청자격 : 만 60세 이상 누구나3. 근무시간 : 9시 ~18시 * 시간과 근로업무와 기업의 사정으로 변경될 수 있음.4. 모집직종 : 주유원(인턴)5. 모집인원 : 1명6. 근무지역 : 울산7. 자격사항 : 1종보통 운전면허 소지자8. 준비서류 : 주민등록등본 1본9. 신청장소 : 방문접수 (울산남구시니어클럽 t***-****-****),2022-08-12
47,울산광역시 남구,귀풍투어,마감,울산광역시 남구 신정동 1100-6,052-258-6789,시니어인턴십(귀풍투어)1. 인턴기간 : 2020년 8월 1일 ~ 12월 31일2. 신청자격 : 만 60세 이상 누구나3. 근무시간 : 9시 ~18시 * 시간과 근로업무와 기업의 사정으로 변경될 수 있음.4. 모집직종 : 관광버스운전원(인턴)5. 모집인원 : 3명6. 근무지역 : 전국7. 자격사항 : 무관8. 준비서류 : 주민등록등본 1본9. 신청장소 : 방문접수 (울산남구시니어클럽 t***-****-****),2022-08-12
48,울산광역시 남구,옛간,마감,울산광역시 남구 신정동 1100-6,052-258-6789,시니어인턴십(옛간)1. 인턴기간 : 2020년 8월 1일 ~ 12월 31일2. 신청자격 : 만 60세 이상 누구나3. 근무시간 : 9시 ~18시 * 시간과 근로업무와 기업의 사정으로 변경될 수 있음.4. 모집직종 :생산직종사원(인턴)5. 모집인원 : 3명6. 근무지역 : 전국7. 자격사항 : 무관8. 준비서류 : 주민등록등본 1본9. 신청장소 : 방문접수 (울산남구시니어클럽 t***-****-****),2022-08-12
49,울산광역시 남구,마리나꿈어린이집,마감,울산광역시 남구 신정동 1100-6,052-258-6789,시니어인턴십(마리나꿈어린이집)1. 인턴기간 : 2020년 8월 1일 ~ 12월 31일2. 신청자격 : 만 60세 이상 누구나3. 근무시간 : 9시 ~15시 * 시간과 근로업무와 기업의 사정으로 변경될 수 있음.4. 모집직종 : 운전원(인턴)5. 모집인원 : 1명6. 근무지역 : 전국7. 자격사항 : 무관8. 준비서류 : 주민등록등본 1본9. 신청장소 : 방문접수 (울산남구시니어클럽 t***-****-****),2022-08-12
50,울산광역시 남구,주식회사 성일메탈,마감,,070-7010-9289,영업관리직 1명,2022-08-05
51,울산광역시 남구,종덕산업(주),마감,,052-277-9985,"1.사업명 : 시니어인턴십2.사업목적 : 만 60세 이상자에게 일할 기회를 제공함으로써 노인의 직업능력 강화 및 재취업기회를 촉진함과 동시에 노인에 대한 긍정적 인식의 확산 도모3.사업내용 : 시니어인턴(3개월) 단기근로자로 채용 후 계속 고용4.부서배치 및 참여인원 : 기타배관공,용접원 5명5.운영계획 : 시니어인턴십 3개월 운영 후 계속 고용6.직무교육 : -직무교육 : 안전예방교육 및 해당 업무 교육 등 -소양교육 : 사업 참여자세, 친절 등 7.실시인원 : 인턴 5명8.모집연령대 : 60대9.모집직종 : 기타배관공,용접원10.근무지역 : 울산11.자격사항 : 무관12.고용예정인원 : 인턴십 시행이후 계속고용 또는 신규고용 예정인원 5명 100% 계획",2022-08-05
52,울산광역시 남구,주식회사 윈하이벤드,마감,,070-7010-9289,제조단순종사원 3명,2022-08-05
53,울산광역시 남구,흥진산업 (주)2공장,마감,,070-7010-9289,주조원 5명 인력구함,2022-08-05
54,울산광역시 남구,세호마린솔루션즈(주),마감,,070-7010-9289,선박설계 1명,2022-08-05
55,울산광역시 남구,안다미노 장애인 돌보미,마감,,052-257-6500,"사회서비스형1.활동시간 : 주 5회 / 월 60시간(4주) 활동2.활 동 비 : 월 742,500원(연차수당 포함)3.신청자격 : 만 60세 이상 4.신청제외자 : - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급)5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 사진 1매, 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서)7.신청장소 : 울산광역시 남구 두왕로 337 (4층)8.기타사항 : ",2022-07-31
56,울산광역시 남구,비욘드잉글리쉬송천캠퍼스어학원,마감,,010-8514-8916,"1.사업명 : 비욘드잉글리쉬송천캠퍼스어학원2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출3.사업내용 : 취학아동청소년 교육4.부서배치 및 참여인원 : 기타서비스 단순종사원 1명5.운영계획 : 시니어인턴십 3개월 운영 후 계속고용6.직무교육 : - 오리엔테이션(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 1명8.모집연령대 : 60대9.모집직종 : 주차관리10.근무지역 : 전북11.자격사항 : 무관12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 1명 100% 계획",2022-07-31
57,울산광역시 남구,도담미술학원,마감,,010-4421-2507,"1.사업명 : 도담미술학원2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출3.사업내용 : 취학아동청소년교육4.부서배치 및 참여인원 : 차량운행 2명5.운영계획 : 시니어인턴십 3개월 운영 후 계속고용6.직무교육 : - 오리엔테이션(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 2명8.모집연령대 : 60대9.모집직종 : 차량운행10.근무지역 : 경북11.자격사항 : 1종운전면허12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 2명 100% 계획",2022-07-31
58,울산광역시 남구,이아이이 영어입시학원,마감,,010-7736-2888,"1.사업명 : 이아이이 영어입시학원2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출3.사업내용 : 취학아동청소년 교육4.부서배치 및 참여인원 : 차량운행 1명5.운영계획 : 시니어인턴십 3개월 운영 후 계속고용6.직무교육 : - 오리엔테이션(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 1명8.모집연령대 : 60대9.모집직종 : 차량운행10.근무지역 : 경산11.자격사항 : 1종운전면허12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 1명 100% 계획",2022-07-31
59,울산광역시 남구,울산 노인의집,마감,,010-2565-0111,"1.사업명 : 울산 노인의 집2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출3.사업내용 : 세탁원4.부서배치 및 참여인원 :1명5.운영계획 : 시니어체험형 3개월 후 계속 근로계약 예정6.직무교육 : - 오리엔테이션(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 일반형 1명8.모집연령대 : 60대9.모집직종 : 세탁원10.근무지역 :울산11.자격사항 : 무관12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 1명 100% 계획",2022-07-31
60,울산광역시 남구,엘리트입시학원,마감,,010-7554-4117,"1.사업명 : 엘리트입시학원2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출3.사업내용 : 기타서비스 단순종사원4.부서배치 및 참여인원 :1명5.운영계획 : 시니어체험형 3개월 후 계속 근로계약 예정6.직무교육 : - 오리엔테이션(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 일반형 1명8.모집연령대 : 60대9.모집직종 : 기타서비스 단순종사원10.근무지역 : 경남11.자격사항 : 무관12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 1명 100% 계획",2022-07-31
61,울산광역시 남구,서영파일테크(주),마감,,052-286-0883,제조업 생산직 3명 ,2022-07-31
62,울산광역시 남구,(주)현송,마감,,054-776-5867,크락샤 현장제조 5명 채용계획 ,2022-07-31
63,울산광역시 남구,(주)잡클릭,마감,,055-245-9282,"조리원, 생산직 ",2022-07-31
64,울산광역시 남구,키즈펀핑어학원,마감,,010-2591-1649,"1.사업명 : 키즈펀핑어학원2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출3.사업내용 : 미취학아동 교육4.부서배치 및 참여인원 : 차량운행 1명5.운영계획 : 시니어인턴십 3개월 운영 후 계속고용6.직무교육 : - 오리엔테이션(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 1명8.모집연령대 : 60대9.모집직종 : 차량운행10.근무지역 : 울산11.자격사항 : 1종운전면허12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 1명 100% 계획",2022-07-30
65,울산광역시 남구,대상해운(주),마감,,052-277-9985,"1.사업명 : 시니어인턴십2.사업목적 : 만 60세 이상자에게 일할 기회를 제공함으로써 노인의 직업능력 강화 및 재취업기회를 촉진함과 동시에 노인에 대한 긍정적 인식의 확산 도모3.사업내용 : 시니어인턴(3개월) 단기근로자로 채용 후 계속 고용4.부서배치 및 참여인원 : 선장,항해사 및 도선사 2명5.운영계획 : 시니어인턴십 3개월 운영 후 계속 고용6.직무교육 : -직무교육 : 안전예방교육 및 해당 업무 교육 등 -소양교육 : 사업 참여자세, 친절 등 7.실시인원 : 인턴 2명8.모집연령대 : 60대9.모집직종 : 선장,항해사 및 도선사10.근무지역 : 울산11.자격사항 : 무관12.고용예정인원 : 인턴십 시행이후 계속고용 또는 신규고용 예정인원 2명 100% 계획",2022-07-26
66,울산광역시 남구,에스엘마린,마감,,052-277-9985,"1.사업명 : 시니어인턴십2.사업목적 : 만 60세 이상자에게 일할 기회를 제공함으로써 노인의 직업능력 강화 및 재취업기회를 촉진함과 동시에 노인에 대한 긍정적 인식의 확산 도모3.사업내용 : 시니어인턴(3개월) 단기근로자로 채용 후 계속 고용4.부서배치 및 참여인원 : 선장,항해사및도선사 5명5.운영계획 : 시니어인턴십 3개월 운영 후 계속 고용6.직무교육 : -직무교육 : 안전예방교육 및 해당 업무 교육 등 -소양교육 : 사업 참여자세, 친절 등 7.실시인원 : 인턴 5명8.모집연령대 : 60대9.모집직종 : 선장,항해사및도선사10.근무지역 : 울산11.자격사항 : 무관12.고용예정인원 : 인턴십 시행이후 계속고용 또는 신규고용 예정인원 5명 100% 계획",2022-07-26
67,울산광역시 남구,(주)대명엘리베이터,마감,,070-7010-9289,기술영업 1명,2022-07-15
68,울산광역시 남구,(주)동언테크,마감,,052-277-9985,"1.사업명 : 시니어인턴십2.사업목적 : 만 60세 이상자에게 일할 기회를 제공함으로써 노인의 직업능력 강화 및 재취업기회를 촉진함과 동시에 노인에 대한 긍정적 인식의 확산 도모3.사업내용 : 시니어인턴(3개월) 단기근로자로 채용 후 계속 고용4.부서배치 및 참여인원 : 제조단순종사원 5명5.운영계획 : 시니어인턴십 3개월 운영 후 계속 고용6.직무교육 : -직무교육 : 안전예방교육 및 해당 업무 교육 등 -소양교육 : 사업 참여자세, 친절 등 7.실시인원 : 인턴 5명8.모집연령대 : 60대9.모집직종 : 제조단순종사원10.근무지역 : 울산11.자격사항 : 무관12.고용예정인원 : 인턴십 시행이후 계속고용 또는 신규고용 예정인원 5명 100% 계획",2022-07-12
69,울산광역시 남구,태광테크(주),마감,,070-7010-9289,생산직 3명 ,2022-07-08
70,울산광역시 남구,와이마트 진월점,마감,,070-7010-9289,1명 주방찬모,2022-07-08
71,울산광역시 남구,샤시마을,마감,울산광역시 남구 신정동 1100-6,052-258-6789,시니어인턴십(샤시마을)1. 인턴기간 : 2020년 7월 1일 ~ 12월 31일2. 신청자격 : 만 60세 이상 누구나3. 근무시간 : 8시 ~18시 * 시간과 근로업무와 기업의 사정으로 변경될 수 있음.4. 모집직종 : 생산직종사원(인턴)5. 모집인원 : 2명6. 근무지역 : 울산7. 자격사항 : 무관8. 준비서류 : 주민등록등본 1본9. 신청장소 : 방문접수 (울산남구시니어클럽 t***-****-****),2022-07-08
72,울산광역시 남구,한우연,마감,울산광역시 남구 신정동 1100-6,052-258-6789,시니어인턴십(한우연)1. 인턴기간 : 2020년 6월 29일 ~ 12월 31일2. 신청자격 : 만 60세 이상 누구나3. 근무시간 : 18시 ~22시 * 시간과 근로업무와 기업의 사정으로 변경될 수 있음.4. 모집직종 : 주방 및 홀 서비스종사원(인턴)5. 모집인원 : 2명6. 근무지역 : 울산7. 자격사항 : 무관8. 준비서류 : 주민등록등본 1본9. 신청장소 : 방문접수 (울산남구시니어클럽 t***-****-****),2022-07-08
73,울산광역시 남구,경동도시가스,마감,울산광역시 남구 신정동 1100-6,052-258-6789,시니어인턴십(경동도시가스)1. 인턴기간 : 2020년 6월 28일 ~ 12월 31일2. 신청자격 : 만 60세 이상 누구나3. 근무시간 : 3조 2교대 근무 * 시간과 근로업무와 기업의 사정으로 변경될 수 있음.4. 모집직종 : 충전 안전관리자 (인턴)5. 모집인원 : 1명6. 근무지역 : 전국7. 자격사항 : 자격증 소지자8. 준비서류 : 주민등록등본 1본9. 신청장소 : 방문접수 (울산남구시니어클럽 t***-****-****),2022-07-08
74,울산광역시 남구,(주)드림써비스,마감,,052-277-9985,"1.사업명 : 시니어인턴십2.사업목적 : 만 60세 이상자에게 일할 기회를 제공함으로써 노인의 직업능력 강화 및 재취업기회를 촉진함과 동시에 노인에 대한 긍정적 인식의 확산 도모3.사업내용 : 시니어인턴(3개월) 단기근로자로 채용 후 계속 고용4.부서배치 및 참여인원 : 물품이동장비조작원 20명신호수 15명5.운영계획 : 시니어인턴십 3개월 운영 후 계속 고용6.직무교육 : -직무교육 : 안전예방교육 및 해당 업무 교육 등 -소양교육 : 사업 참여자세, 친절 등 7.실시인원 : 인턴 35명8.모집연령대 : 60대9.모집직종 :화물차특수차운전원 20명하역적재종사원(신호수) 15명10.근무지역 : 울산11.자격사항 : 무관12.고용예정인원 : 인턴십 시행이후 계속고용 또는 신규고용 예정인원 35명 100% 계획",2022-07-07
